Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.8199,0.8246,0.8199,0.8222,0.5774,6.4929,0.1508,0.1509
DecisionTree,Original,0.8758,0.8754,0.8758,0.8756,0.6976,4.4761,0.3967,0.3967
DecisionTree,TVAE,0.8047,0.863,0.8047,0.8272,0.7012,7.0389,0.2987,0.3172
KNN,CTGAN,0.869,0.8278,0.869,0.8413,0.6201,2.0182,0.1261,0.145
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE,0.7174,0.8532,0.7174,0.7639,0.717,5.6122,0.2035,0.2428
LogisticRegression,CTGAN,0.8839,0.8518,0.8839,0.8542,0.733,0.3269,0.1856,0.2292
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE,0.8372,0.884,0.8372,0.8545,0.8483,0.9641,0.3974,0.4176
RandomForest,CTGAN,0.88,0.8426,0.88,0.8487,0.7476,0.4072,0.1529,0.191
RandomForest,Original,0.906,0.8934,0.906,0.8945,0.9277,0.2206,0.4416,0.4625
RandomForest,TVAE,0.8757,0.8688,0.8757,0.872,0.8393,0.4373,0.3629,0.364
