Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5482,0.5547,0.5482,0.5511,0.6212,16.2848,0.268,0.2682
DecisionTree,Original,0.6755,0.696,0.6755,0.684,0.7335,11.6979,0.4834,0.4849
DecisionTree,TVAE,0.6145,0.6325,0.6145,0.6214,0.6864,13.8963,0.3877,0.3893
KNN,CTGAN,0.5324,0.4969,0.5324,0.5071,0.6127,6.5947,0.1997,0.2035
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5693,0.5391,0.5693,0.5393,0.6573,6.9908,0.2717,0.2789
LogisticRegression,CTGAN,0.7131,0.5849,0.7131,0.6419,0.7788,0.8175,0.4918,0.5217
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6679,0.6563,0.6679,0.6475,0.8061,0.9935,0.4555,0.468
RandomForest,CTGAN,0.6679,0.6161,0.6679,0.6029,0.7697,0.9314,0.3995,0.4377
RandomForest,Original,0.7786,0.7654,0.7786,0.7666,0.8909,0.5706,0.6272,0.6327
RandomForest,TVAE,0.7071,0.694,0.7071,0.6953,0.8442,0.841,0.5173,0.5213
