Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6712,0.6688,0.6712,0.6699,0.7199,11.4278,0.4647,0.4647
DecisionTree,CTGAN,0.3582,0.3676,0.3582,0.3601,0.487,23.1331,-0.0263,-0.0265
DecisionTree,GaussianCopula,0.4169,0.4372,0.4169,0.417,0.5305,21.0153,0.076,0.0783
DecisionTree,Original,0.6983,0.6991,0.6983,0.6987,0.7408,10.8742,0.5099,0.5099
DecisionTree,TVAE,0.609,0.5071,0.609,0.5517,0.6353,14.0916,0.3267,0.3438
KNN,Anonymous,0.6983,0.6795,0.6983,0.6854,0.804,3.5824,0.494,0.4974
KNN,CTGAN,0.3616,0.3979,0.3616,0.3525,0.5007,4.571,0.0108,0.0119
KNN,GaussianCopula,0.4124,0.3823,0.4124,0.393,0.5043,5.2928,0.0088,0.009
KNN,Original,0.5774,0.5653,0.5774,0.5703,0.6948,4.7405,0.3,0.3007
KNN,TVAE,0.5401,0.4377,0.5401,0.4796,0.6145,9.1515,0.1708,0.1859
LogisticRegression,Anonymous,0.7401,0.7082,0.7401,0.7138,0.8608,0.628,0.5574,0.5663
LogisticRegression,CTGAN,0.4452,0.3902,0.4452,0.3885,0.4831,1.0744,-0.0106,-0.0118
LogisticRegression,GaussianCopula,0.4734,0.4967,0.4734,0.4769,0.5921,1.4095,0.1783,0.1828
LogisticRegression,Original,0.7684,0.75,0.7684,0.7531,0.8778,0.5846,0.6091,0.615
LogisticRegression,TVAE,0.609,0.5481,0.609,0.5572,0.6892,4.9017,0.3157,0.33
RandomForest,Anonymous,0.7492,0.7292,0.7492,0.7338,0.8652,0.9443,0.5771,0.5824
RandomForest,CTGAN,0.4237,0.3444,0.4237,0.3798,0.4848,1.0578,-0.0176,-0.0186
RandomForest,GaussianCopula,0.5718,0.4932,0.5718,0.5258,0.6476,0.9792,0.2557,0.2647
RandomForest,Original,0.7672,0.753,0.7672,0.7536,0.8859,0.6138,0.6064,0.6132
RandomForest,TVAE,0.6667,0.5513,0.6667,0.6028,0.7256,6.7586,0.4219,0.4435
