Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4042,0.5616,0.4042,0.3948,N/A,N/A,-0.0136,-0.0195
DecisionTree,Original,0.7125,0.7308,0.7125,0.7189,N/A,N/A,0.3618,0.3653
DecisionTree,TVAE,0.4542,0.5502,0.4542,0.4724,N/A,N/A,-0.0417,-0.0477
KNN,CTGAN,0.45,0.571,0.45,0.4617,N/A,N/A,-0.0038,-0.0047
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.7125,0.6958,0.7125,0.6435,N/A,N/A,0.143,0.2025
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.5792,0.5839,0.5792,0.5814,N/A,N/A,0.0243,0.0243
RandomForest,CTGAN,0.5792,0.6021,0.5792,0.5886,N/A,N/A,0.0658,0.0665
RandomForest,Original,0.7875,0.78,0.7875,0.7748,N/A,N/A,0.4548,0.4692
RandomForest,TVAE,0.5708,0.588,0.5708,0.5783,N/A,N/A,0.0336,0.0338
