Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5842,0.6321,0.5842,0.5994,,,0.3575,0.3637
DecisionTree,Original,0.6972,0.6975,0.6972,0.6973,,,0.5083,0.5083
KNN,Anonymous,0.6689,0.6547,0.6689,0.6607,,,0.4516,0.4527
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
LogisticRegression,Anonymous,0.7424,0.7375,0.7424,0.7391,,,0.5763,0.5772
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,,,0.5716,0.5815
RandomForest,Anonymous,0.7492,0.7257,0.7492,0.7231,,,0.5737,0.5832
RandomForest,Original,0.7751,0.7633,0.7751,0.7618,,,0.619,0.6268
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
