Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5898,0.6272,0.5898,0.6028,,,0.3589,0.363
DecisionTree,Original,0.6972,0.7049,0.6972,0.7007,,,0.5123,0.5126
KNN,Anonymous,0.6689,0.6547,0.6689,0.6607,,,0.4516,0.4527
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
LogisticRegression,Anonymous,0.7424,0.7375,0.7424,0.7391,,,0.5763,0.5772
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,,,0.5716,0.5815
RandomForest,Anonymous,0.7492,0.7241,0.7492,0.7265,,,0.5755,0.583
RandomForest,Original,0.7605,0.7424,0.7605,0.7448,,,0.5944,0.6016
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
