Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.8053,0.8368,0.8053,0.8193,0.6191,7.019,0.2018,0.206
DecisionTree,Original,0.8745,0.8746,0.8745,0.8746,0.6969,4.5239,0.3933,0.3933
DecisionTree,TVAE,0.8552,0.8664,0.8552,0.8604,0.6889,5.2174,0.3503,0.3519
KNN,CTGAN,0.8712,0.8393,0.8712,0.8498,0.68,1.4342,0.1876,0.2043
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE,0.8468,0.8492,0.8468,0.848,0.743,1.7997,0.2698,0.2699
LogisticRegression,CTGAN,0.8959,0.8775,0.8959,0.8784,0.8352,0.2849,0.3417,0.373
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE,0.8826,0.8834,0.8826,0.883,0.884,0.3826,0.4358,0.4358
RandomForest,CTGAN,0.8942,0.8742,0.8942,0.8748,0.8256,0.2906,0.3181,0.3528
RandomForest,Original,0.9066,0.8941,0.9066,0.8949,0.9252,0.2423,0.4424,0.4644
RandomForest,TVAE,0.8932,0.8795,0.8932,0.8838,0.8619,0.3708,0.397,0.4067
