Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4653,0.5645,0.4653,0.4837,,,-0.0199,-0.0228
DecisionTree,GaussianCopula,0.7153,0.7171,0.7153,0.7162,,,0.3333,0.3334
DecisionTree,Original,0.75,0.75,0.75,0.75,,,0.4109,0.4109
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467
KNN,CTGAN,0.6875,0.6414,0.6875,0.6369,,,0.1109,0.1311
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,,,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
LogisticRegression,CTGAN,0.5278,0.6092,0.5278,0.5461,,,0.0656,0.0721
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,,,0.4083,0.4115
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359
RandomForest,CTGAN,0.6111,0.5905,0.6111,0.5991,,,0.0345,0.0348
RandomForest,GaussianCopula,0.7986,0.8289,0.7986,0.766,,,0.427,0.5048
RandomForest,Original,0.8125,0.8071,0.8125,0.8076,,,0.5376,0.5415
RandomForest,TVAE,0.5972,0.5868,0.5972,0.5916,,,0.0261,0.0262
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
