Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4833,0.5662,0.4833,0.5025,,,-0.0139,-0.0154
DecisionTree,Original,0.7125,0.723,0.7125,0.7167,,,0.3479,0.3492
DecisionTree,TVAE,0.5042,0.5825,0.5042,0.5229,,,0.0177,0.0194
KNN,CTGAN,0.575,0.551,0.575,0.5614,,,-0.0515,-0.0521
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,,,0.0,0.0
LogisticRegression,CTGAN,0.5833,0.6168,0.5833,0.5955,,,0.0975,0.0995
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.6208,0.5823,0.6208,0.5956,,,0.0192,0.02
RandomForest,CTGAN,0.55,0.5321,0.55,0.5403,,,-0.0961,-0.0966
RandomForest,Original,0.8083,0.8024,0.8083,0.8011,,,0.522,0.5294
RandomForest,TVAE,0.6083,0.5902,0.6083,0.5979,,,0.0385,0.0388
