Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5694,0.5854,0.5694,0.5765,0.5118,15.5188,0.0228,0.0229
DecisionTree,Original,0.7431,0.7562,0.7431,0.7479,0.7195,9.2612,0.4204,0.4229
KNN,CTGAN,0.6111,0.5729,0.6111,0.587,0.5266,1.8448,-0.006,-0.0062
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,CTGAN,0.6944,0.4823,0.6944,0.5692,0.5659,0.6155,0.0,0.0
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,CTGAN,0.6944,0.643,0.6944,0.612,0.6128,0.6055,0.066,0.1024
RandomForest,Original,0.8194,0.8143,0.8194,0.8139,0.8153,0.4586,0.5517,0.557
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
