Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4792,0.5838,0.4792,0.4952,,,0.0179,0.0209
DecisionTree,GaussianCopula,0.5625,0.5768,0.5625,0.5689,,,0.0077,0.0077
DecisionTree,Original,0.6958,0.7147,0.6958,0.7026,,,0.3248,0.328
DecisionTree,TVAE,0.4917,0.5715,0.4917,0.5108,,,-0.0038,-0.0042
KNN,CTGAN,0.55,0.5971,0.55,0.5656,,,0.0515,0.0534
KNN,GaussianCopula,0.6583,0.5972,0.6583,0.606,,,0.0409,0.0477
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.6667,0.5889,0.6667,0.5942,,,0.0204,0.0272
LogisticRegression,CTGAN,0.525,0.5951,0.525,0.5431,,,0.0439,0.0472
LogisticRegression,GaussianCopula,0.7125,0.7166,0.7125,0.6289,,,0.1178,0.1988
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.4833,0.5507,0.4833,0.503,,,-0.0467,-0.05
RandomForest,CTGAN,0.525,0.6053,0.525,0.5429,,,0.062,0.068
RandomForest,GaussianCopula,0.6958,0.6536,0.6958,0.6275,,,0.1019,0.1384
RandomForest,Original,0.7958,0.7891,0.7958,0.785,,,0.4805,0.4928
RandomForest,TVAE,0.4125,0.5351,0.4125,0.4216,,,-0.0568,-0.0715
