Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5694,0.6112,0.5694,0.5838,0.5436,15.5188,0.0792,0.0815
DecisionTree,Original,0.7292,0.7519,0.7292,0.7363,0.7159,9.7618,0.4036,0.4094
DecisionTree,TVAE,0.6806,0.6688,0.6806,0.6735,0.6045,11.5139,0.2174,0.2185
KNN,CTGAN,0.6042,0.5802,0.6042,0.5901,0.5059,2.1063,0.0106,0.0107
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
KNN,TVAE,0.6806,0.4793,0.6806,0.5624,0.4625,5.8656,-0.0273,-0.0787
LogisticRegression,CTGAN,0.7083,0.7946,0.7083,0.6005,0.585,0.6117,0.062,0.1789
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
LogisticRegression,TVAE,0.7569,0.745,0.7569,0.7459,0.7495,0.8488,0.3842,0.3916
RandomForest,CTGAN,0.6597,0.6276,0.6597,0.6366,0.581,0.6323,0.1136,0.118
RandomForest,Original,0.8194,0.8143,0.8194,0.8139,0.8142,0.4537,0.5517,0.557
RandomForest,TVAE,0.6806,0.6318,0.6806,0.632,0.6985,1.5519,0.098,0.114
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
