Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5525,0.5434,0.5525,0.5457,N/A,N/A,0.2552,0.2567
DecisionTree,GaussianCopula,0.3774,0.382,0.3774,0.3758,N/A,N/A,0.0019,0.002
DecisionTree,Original,0.7017,0.7035,0.7017,0.7025,N/A,N/A,0.5158,0.5158
DecisionTree,TVAE,0.635,0.6429,0.635,0.6376,N/A,N/A,0.4136,0.4148
KNN,CTGAN,0.5198,0.4723,0.5198,0.4781,N/A,N/A,0.1493,0.158
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,N/A,N/A,-0.0151,-0.0156
KNN,Original,0.5774,0.5653,0.5774,0.5703,N/A,N/A,0.3,0.3007
KNN,TVAE,0.574,0.5445,0.574,0.5493,N/A,N/A,0.2715,0.2767
LogisticRegression,CTGAN,0.6667,0.5776,0.6667,0.6019,N/A,N/A,0.3995,0.4343
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,N/A,N/A,0.2419,0.29
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,N/A,N/A,0.5716,0.5815
LogisticRegression,TVAE,0.7209,0.6849,0.7209,0.6924,N/A,N/A,0.5267,0.5349
RandomForest,CTGAN,0.6576,0.5415,0.6576,0.5908,N/A,N/A,0.3875,0.416
RandomForest,GaussianCopula,0.5582,0.5047,0.5582,0.5042,N/A,N/A,0.2111,0.2327
RandomForest,Original,0.7785,0.7667,0.7785,0.7641,N/A,N/A,0.624,0.6324
RandomForest,TVAE,0.7164,0.6965,0.7164,0.6967,N/A,N/A,0.5269,0.5335
SVM,CTGAN,0.5006,0.3752,0.5006,0.3634,N/A,N/A,0.0189,0.0407
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,N/A,N/A,0.0189,0.0407
