Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
KNN,Anonymous,0.6542,0.5966,0.6542,0.6069,,,0.0421,0.0478
KNN,CTGAN,0.575,0.6026,0.575,0.5859,,,0.0665,0.0674
KNN,GaussianCopula,0.6583,0.5972,0.6583,0.606,,,0.0409,0.0477
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.6875,0.5814,0.6875,0.571,,,0.002,0.0061
LogisticRegression,Anonymous,0.6542,0.5882,0.6542,0.5993,,,0.0249,0.0293
LogisticRegression,CTGAN,0.6542,0.5569,0.6542,0.5765,,,-0.0211,-0.0287
LogisticRegression,GaussianCopula,0.7125,0.7166,0.7125,0.6289,,,0.1178,0.1988
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.5083,0.5629,0.5083,0.5262,,,-0.0225,-0.0236
RandomForest,Anonymous,0.5458,0.5541,0.5458,0.5498,,,-0.0452,-0.0453
RandomForest,CTGAN,0.625,0.6306,0.625,0.6276,,,0.1338,0.1339
RandomForest,GaussianCopula,0.6958,0.6533,0.6958,0.6229,,,0.0934,0.1322
RandomForest,Original,0.7958,0.7887,0.7958,0.7876,,,0.4888,0.4967
RandomForest,TVAE,0.4333,0.5699,0.4333,0.4384,,,-0.0049,-0.0064
