Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC,test_size,k_anonymity,l_diversity,suppression_limit,epochs,custom_generated_rows
DecisionTree,Anonymous,0.5486,0.5678,0.5486,0.5571,,,-0.0183,-0.0184,0.2,10.0,2.0,0.1,,
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,,,0.1247,0.1373,0.2,10.0,2.0,0.1,,
LogisticRegression,Anonymous,0.5278,0.5764,0.5278,0.5445,,,0.0016,0.0017,0.2,10.0,2.0,0.1,,
RandomForest,Anonymous,0.6042,0.5859,0.6042,0.5938,,,0.0238,0.024,0.2,10.0,2.0,0.1,,
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,10.0,2.0,0.1,,
DecisionTree,Anonymous,0.5694,0.5802,0.5694,0.5744,,,0.0106,0.0107,0.2,10.0,3.0,0.1,,
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,,,0.1247,0.1373,0.2,10.0,3.0,0.1,,
LogisticRegression,Anonymous,0.5278,0.5764,0.5278,0.5445,,,0.0016,0.0017,0.2,10.0,3.0,0.1,,
RandomForest,Anonymous,0.5833,0.578,0.5833,0.5806,,,0.0055,0.0055,0.2,10.0,3.0,0.1,,
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,10.0,3.0,0.1,,
DecisionTree,Anonymous,0.5417,0.5584,0.5417,0.5492,,,-0.0403,-0.0405,0.2,10.0,4.0,0.1,,
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,,,0.1247,0.1373,0.2,10.0,4.0,0.1,,
LogisticRegression,Anonymous,0.5278,0.5764,0.5278,0.5445,,,0.0016,0.0017,0.2,10.0,4.0,0.1,,
RandomForest,Anonymous,0.5833,0.5938,0.5833,0.5881,,,0.0426,0.0426,0.2,10.0,4.0,0.1,,
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,10.0,4.0,0.1,,
DecisionTree,Anonymous,0.5694,0.5802,0.5694,0.5744,,,0.0106,0.0107,0.2,10.0,5.0,0.1,,
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,,,0.1247,0.1373,0.2,10.0,5.0,0.1,,
LogisticRegression,Anonymous,0.5278,0.5764,0.5278,0.5445,,,0.0016,0.0017,0.2,10.0,5.0,0.1,,
RandomForest,Anonymous,0.6111,0.6011,0.6111,0.6057,,,0.0597,0.0598,0.2,10.0,5.0,0.1,,
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,10.0,5.0,0.1,,
