Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC,test_size,k_anonymity,l_diversity,suppression_limit,epochs,custom_generated_rows
DecisionTree,Anonymous,0.5139,0.5734,0.5139,0.5325,,,-0.0048,-0.005,0.2,2.0,2.0,0.1,,
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,,,0.1247,0.1373,0.2,2.0,2.0,0.1,,
LogisticRegression,Anonymous,0.5972,0.5493,0.5972,0.5674,,,-0.0567,-0.0593,0.2,2.0,2.0,0.1,,
RandomForest,Anonymous,0.5972,0.6124,0.5972,0.6038,,,0.0858,0.0862,0.2,2.0,2.0,0.1,,
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,2.0,2.0,0.1,,
DecisionTree,Anonymous,0.5139,0.5734,0.5139,0.5325,,,-0.0048,-0.005,0.2,2.0,3.0,0.1,,
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,,,0.1247,0.1373,0.2,2.0,3.0,0.1,,
LogisticRegression,Anonymous,0.5972,0.5493,0.5972,0.5674,,,-0.0567,-0.0593,0.2,2.0,3.0,0.1,,
RandomForest,Anonymous,0.5972,0.6174,0.5972,0.6056,,,0.0969,0.0976,0.2,2.0,3.0,0.1,,
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,2.0,3.0,0.1,,
DecisionTree,Anonymous,0.5139,0.5734,0.5139,0.5325,,,-0.0048,-0.005,0.2,2.0,4.0,0.1,,
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,,,0.1247,0.1373,0.2,2.0,4.0,0.1,,
LogisticRegression,Anonymous,0.5972,0.5493,0.5972,0.5674,,,-0.0567,-0.0593,0.2,2.0,4.0,0.1,,
RandomForest,Anonymous,0.6042,0.6166,0.6042,0.6097,,,0.096,0.0963,0.2,2.0,4.0,0.1,,
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,2.0,4.0,0.1,,
DecisionTree,Anonymous,0.5208,0.5882,0.5208,0.5396,,,0.0259,0.0277,0.2,2.0,5.0,0.1,,
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,,,0.1247,0.1373,0.2,2.0,5.0,0.1,,
LogisticRegression,Anonymous,0.5972,0.5493,0.5972,0.5674,,,-0.0567,-0.0593,0.2,2.0,5.0,0.1,,
RandomForest,Anonymous,0.625,0.6345,0.625,0.6293,,,0.1383,0.1386,0.2,2.0,5.0,0.1,,
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,2.0,5.0,0.1,,
