Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.625,0.6394,0.625,0.6312,0.5773,13.5164,0.1489,0.1495
DecisionTree,Original,0.7431,0.7562,0.7431,0.7479,0.7195,9.2612,0.4204,0.4229
KNN,CTGAN,0.5903,0.5711,0.5903,0.5795,0.5194,1.8797,-0.0105,-0.0105
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,CTGAN,0.75,0.7443,0.75,0.712,0.708,0.5727,0.2941,0.3419
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,CTGAN,0.6736,0.6363,0.6736,0.6428,0.5905,0.6175,0.1251,0.1338
RandomForest,Original,0.8125,0.808,0.8125,0.8091,0.8118,0.4564,0.5437,0.5456
SVM,CTGAN,0.6875,0.4808,0.6875,0.5658,N/A,N/A,-0.0138,-0.0555
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
