Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6458,0.6391,0.6458,0.6422,0.5751,12.52,0.1492,0.1494
DecisionTree,CTGAN,0.5694,0.606,0.5694,0.5828,0.5373,15.5188,0.0684,0.07
DecisionTree,GaussianCopula,0.7083,0.695,0.7083,0.6994,0.6309,10.5127,0.2759,0.2785
DecisionTree,Original,0.8056,0.8015,0.8056,0.8028,0.7582,7.0085,0.5299,0.531
DecisionTree,TVAE,0.6319,0.5476,0.6319,0.5724,0.4805,13.2661,-0.0472,-0.0558
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,0.5484,2.7685,0.1247,0.1373
KNN,CTGAN,0.6736,0.5967,0.6736,0.5988,0.6164,1.0614,0.0265,0.0363
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,0.4653,3.5342,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,0.5311,6.0564,0.0,0.0
LogisticRegression,Anonymous,0.6806,0.5849,0.6806,0.5847,0.505,0.6334,0.0072,0.0126
LogisticRegression,CTGAN,0.6944,0.643,0.6944,0.612,0.4668,0.672,0.066,0.1024
LogisticRegression,GaussianCopula,0.7431,0.7809,0.7431,0.6773,0.732,0.5385,0.2211,0.327
LogisticRegression,Original,0.8472,0.8588,0.8472,0.8339,0.7905,0.4473,0.5934,0.6293
LogisticRegression,TVAE,0.6875,0.6068,0.6875,0.5886,0.5825,1.5387,0.0206,0.0389
RandomForest,Anonymous,0.6319,0.6249,0.6319,0.6282,0.5755,1.024,0.1158,0.116
RandomForest,CTGAN,0.6944,0.4823,0.6944,0.5692,0.5678,0.6141,0.0,0.0
RandomForest,GaussianCopula,0.7014,0.6636,0.7014,0.625,0.7173,0.5619,0.0947,0.1401
RandomForest,Original,0.8333,0.8366,0.8333,0.821,0.807,0.4586,0.5628,0.5883
RandomForest,TVAE,0.6875,0.4808,0.6875,0.5658,0.5831,1.4375,-0.0138,-0.0555
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
