Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.6458,0.6002,0.6458,0.6124,0.5223,12.7655,0.0507,0.0542
DecisionTree,Original,0.7361,0.7516,0.7361,0.7416,0.7145,9.5115,0.4083,0.4115
DecisionTree,TVAE,0.6458,0.5798,0.6458,0.5952,0.5032,12.7655,0.0076,0.0087
KNN,CTGAN,0.6806,0.4793,0.6806,0.5624,0.5445,3.4518,-0.0273,-0.0787
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
KNN,TVAE,0.6806,0.5849,0.6806,0.5847,0.4773,5.6039,0.0072,0.0126
LogisticRegression,CTGAN,0.6944,0.4823,0.6944,0.5692,0.5075,0.677,0.0,0.0
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
LogisticRegression,TVAE,0.7847,0.7962,0.7847,0.754,0.6955,0.7578,0.3968,0.4541
RandomForest,CTGAN,0.6944,0.4823,0.6944,0.5692,0.555,0.6871,0.0,0.0
RandomForest,Original,0.8194,0.8143,0.8194,0.8139,0.8064,0.4729,0.5517,0.557
RandomForest,TVAE,0.6806,0.5997,0.6806,0.5943,0.5868,1.0002,0.0236,0.0366
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
