Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.8213,0.8223,0.8213,0.8218,0.5652,6.2702,0.14,0.14
DecisionTree,CTGAN_HYBRID,0.8493,0.8039,0.8493,0.8234,0.5167,5.4116,0.0424,0.0465
DecisionTree,GaussianCopula_HYBRID,0.8046,0.8034,0.8046,0.804,0.5241,7.0429,0.0484,0.0484
DecisionTree,Original,0.8738,0.8739,0.8738,0.8739,0.6949,4.5478,0.3896,0.3896
DecisionTree,TVAE_HYBRID,0.8472,0.8098,0.8472,0.826,0.528,5.4986,0.0706,0.0749
KNN,Anonymous,0.8777,0.8379,0.8777,0.8462,0.6045,2.1703,0.1401,0.1737
KNN,CTGAN_HYBRID,0.8828,0.7797,0.8828,0.828,0.5122,3.4791,-0.0004,-0.0054
KNN,GaussianCopula_HYBRID,0.8782,0.7957,0.8782,0.8274,0.5172,2.6991,0.002,0.0047
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE_HYBRID,0.8813,0.8164,0.8813,0.8298,0.5377,3.4658,0.0137,0.039
LogisticRegression,Anonymous,0.8829,0.8266,0.8829,0.8285,0.6895,0.3388,0.0027,0.0207
LogisticRegression,CTGAN_HYBRID,0.8829,0.7797,0.8829,0.8281,0.6724,0.3977,-0.0002,-0.0038
LogisticRegression,GaussianCopula_HYBRID,0.8828,0.7797,0.8828,0.828,0.6297,0.3559,-0.0004,-0.0054
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE_HYBRID,0.8727,0.8027,0.8727,0.8282,0.6275,0.4964,0.018,0.0286
RandomForest,Anonymous,0.842,0.8179,0.842,0.8287,0.6587,1.1173,0.1134,0.116
RandomForest,CTGAN_HYBRID,0.8733,0.793,0.8733,0.8258,0.6067,1.8013,-0.0006,-0.001
RandomForest,GaussianCopula_HYBRID,0.8774,0.795,0.8774,0.8271,0.5865,0.5191,0.0017,0.0037
RandomForest,Original,0.9056,0.8927,0.9056,0.8934,0.9256,0.2225,0.4338,0.4566
RandomForest,TVAE_HYBRID,0.8651,0.8002,0.8651,0.826,0.6078,2.191,0.0188,0.0249
