Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.6319,0.6296,0.6319,0.6307,,,0.1272,0.1272
DecisionTree,GaussianCopula,0.7014,0.7033,0.7014,0.7023,,,0.3008,0.3009
DecisionTree,Original,0.7708,0.7792,0.7708,0.7741,,,0.4767,0.4782
DecisionTree,TVAE,0.4444,0.5298,0.4444,0.4656,,,-0.0876,-0.0973
KNN,CTGAN,0.5833,0.5724,0.5833,0.5775,,,-0.0075,-0.0075
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,,,0.1136,0.118
KNN,TVAE,0.6875,0.4808,0.6875,0.5658,,,-0.0138,-0.0555
LogisticRegression,CTGAN,0.6736,0.6179,0.6736,0.6208,,,0.0714,0.0844
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,,,0.4083,0.4115
LogisticRegression,TVAE,0.6597,0.5637,0.6597,0.5817,,,-0.015,-0.0205
RandomForest,CTGAN,0.6528,0.5379,0.6528,0.5687,,,-0.0441,-0.0626
RandomForest,GaussianCopula,0.7847,0.7894,0.7847,0.7577,,,0.4058,0.4521
RandomForest,Original,0.8194,0.8143,0.8194,0.8139,,,0.5517,0.557
RandomForest,TVAE,0.6806,0.5575,0.6806,0.5741,,,-0.0098,-0.0204
SVM,CTGAN,0.6389,0.5244,0.6389,0.5606,,,-0.0685,-0.0909
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
