Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.7931,0.8338,0.7931,0.8109,0.6131,7.4574,0.1842,0.1899
DecisionTree,Original,0.8738,0.8752,0.8738,0.8745,0.7002,4.5478,0.396,0.3961
DecisionTree,TVAE,0.8468,0.8624,0.8468,0.8538,0.6816,5.5203,0.3289,0.3314
KNN,CTGAN,0.8714,0.8401,0.8714,0.8504,0.6764,1.4798,0.1916,0.2081
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE,0.851,0.8526,0.851,0.8518,0.745,1.9708,0.2864,0.2864
LogisticRegression,CTGAN,0.8956,0.8769,0.8956,0.8779,0.831,0.2873,0.3386,0.37
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE,0.8796,0.8824,0.8796,0.8809,0.8838,0.3878,0.4305,0.4307
RandomForest,CTGAN,0.8902,0.8686,0.8902,0.8717,0.8217,0.2948,0.3054,0.3333
RandomForest,Original,0.9047,0.8917,0.9047,0.8932,0.9253,0.2253,0.4349,0.4549
RandomForest,TVAE,0.8922,0.8796,0.8922,0.8839,0.8724,0.3812,0.4019,0.4094
