Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5312,0.5975,0.5312,0.5483,0.5318,16.8955,0.0551,0.059
DecisionTree,Original,0.8021,0.8004,0.8021,0.8012,0.7652,7.1336,0.5352,0.5353
KNN,CTGAN,0.5104,0.569,0.5104,0.528,0.5058,1.4887,-0.0027,-0.0028
KNN,Original,0.6146,0.5719,0.6146,0.5861,0.499,2.8304,0.0034,0.0035
LogisticRegression,CTGAN,0.6562,0.5605,0.6562,0.5749,0.4212,0.667,-0.0115,-0.0162
LogisticRegression,Original,0.8333,0.8355,0.8333,0.8225,0.7889,0.4543,0.5733,0.5949
RandomForest,CTGAN,0.625,0.5888,0.625,0.6007,0.5586,0.6449,0.04,0.0415
RandomForest,Original,0.8021,0.7973,0.8021,0.7909,0.798,0.4617,0.4983,0.513
SVM,CTGAN,0.5938,0.566,0.5938,0.5772,N/A,N/A,-0.0097,-0.0099
SVM,Original,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
