Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6504,0.6378,0.6504,0.6431,N/A,N/A,0.1504,0.1511
DecisionTree,CTGAN,0.561,0.5673,0.561,0.564,N/A,N/A,-0.0134,-0.0134
DecisionTree,GaussianCopula,0.5366,0.5708,0.5366,0.5499,N/A,N/A,-0.0049,-0.005
DecisionTree,Original,0.7236,0.7478,0.7236,0.731,N/A,N/A,0.3965,0.4029
DecisionTree,TVAE,0.6911,0.6674,0.6911,0.6723,N/A,N/A,0.2073,0.2141
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,N/A,N/A,0.036,0.0392
KNN,CTGAN,0.6748,0.6067,0.6748,0.6029,N/A,N/A,0.0435,0.0586
KNN,GaussianCopula,0.6992,0.6639,0.6992,0.6518,N/A,N/A,0.1539,0.181
KNN,Original,0.6504,0.6226,0.6504,0.6314,N/A,N/A,0.11,0.113
KNN,TVAE,0.6911,0.6342,0.6911,0.579,N/A,N/A,0.0197,0.0532
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6748,0.6309,0.6748,0.6338,N/A,N/A,0.1087,0.1214
LogisticRegression,GaussianCopula,0.7236,0.7033,0.7236,0.6831,N/A,N/A,0.2293,0.2645
LogisticRegression,Original,0.8537,0.8626,0.8537,0.8427,N/A,N/A,0.6184,0.6476
LogisticRegression,TVAE,0.7073,0.6893,0.7073,0.6933,N/A,N/A,0.2608,0.2664
RandomForest,Anonymous,0.6098,0.5724,0.6098,0.586,N/A,N/A,-0.0014,-0.0014
RandomForest,CTGAN,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
RandomForest,GaussianCopula,0.7073,0.6774,0.7073,0.6579,N/A,N/A,0.1695,0.2036
RandomForest,Original,0.8293,0.8307,0.8293,0.8177,N/A,N/A,0.5584,0.5805
RandomForest,TVAE,0.7561,0.7918,0.7561,0.7022,N/A,N/A,0.2827,0.3805
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,TVAE,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
