Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,44,1,9303,1,4,137.2,52,15,44,4,14,190.0,0,0,0,1,1,0,22,0,0,9,22,9,18.837877881117812,1,0,12,14,6,18.033028952664015,0,10.0,3.5,1.79,Dropout
1,17,4,8992,1,1,130.3,5,35,2,16,10,190.0,1,0,0,1,1,0,22,0,0,6,16,14,18.87474155298865,1,0,6,19,9,18.571428571428573,0,8.9,2.6,2.97,Dropout
1,9,1,9172,1,3,140.3,50,44,21,35,28,190.0,0,0,0,1,1,0,18,0,0,2,0,1,5.887111392718924,1,0,2,0,1,9.554332731052394,0,9.5,0.8,3.36,Graduate
1,32,1,5634,1,4,124.2,34,3,2,18,3,190.0,1,0,0,1,1,1,18,0,0,2,1,2,4.886162881078246,1,0,2,1,5,15.936418002333028,0,11.2,-0.8,2.16,Graduate
1,26,3,9984,1,14,137.2,4,20,21,17,24,190.0,0,0,0,1,1,0,18,0,0,5,6,5,17.69971124845751,1,0,8,2,4,16.237206065165115,0,10.9,3.7,1.19,Dropout
1,54,1,7977,0,1,159.6,96,14,12,2,13,190.0,0,0,1,1,1,0,18,0,0,6,6,6,17.230767848958017,1,1,5,10,6,18.135580243547224,0,9.7,0.3,2.64,Enrolled
1,2,1,8773,1,1,124.5,58,32,19,30,14,190.0,1,0,0,1,1,0,51,0,0,10,30,9,18.6290997849452,1,0,10,30,6,17.820654449333162,0,16.2,-0.4,-2.62,Enrolled
1,6,1,7827,1,1,116.4,73,41,14,29,41,190.0,0,0,0,1,1,0,22,1,0,5,1,0,0.006169097663247457,1,0,5,2,0,1.1854737721222852,0,9.7,-0.0,-2.2,Graduate
1,8,1,8856,1,2,143.5,23,16,3,11,1,190.0,1,0,1,1,0,0,19,0,0,5,0,2,7.352577878557217,2,0,5,4,4,17.142464255348333,0,8.9,1.9,1.61,Dropout
1,55,1,8998,1,1,133.8,32,33,24,26,23,190.0,0,0,0,1,0,0,26,0,0,5,1,0,0.05055049061220826,1,0,5,0,1,6.3798616619698505,2,16.2,2.9,-2.98,Graduate
1,2,3,9631,1,2,124.9,2,14,4,15,9,190.0,1,0,0,1,0,0,20,0,0,9,9,9,18.83069965911781,1,1,10,8,1,6.6194180321483485,1,8.9,0.8,1.51,Graduate
1,1,1,9791,1,3,131.6,12,8,33,1,1,190.0,1,1,0,1,0,0,23,0,0,8,5,0,0.198546389379645,1,0,10,8,2,11.790542497812142,0,8.9,-0.3,-3.45,Enrolled
1,1,1,7057,1,1,126.5,22,26,4,4,3,190.0,0,0,0,0,0,1,18,0,0,4,2,2,9.996474934473065,1,0,3,5,1,8.858643102749424,0,8.9,3.7,2.29,Enrolled
1,24,1,9981,0,2,136.2,103,35,4,3,13,190.0,0,0,0,1,0,0,57,0,0,7,19,2,6.5647542754603565,1,5,8,14,6,18.09536756060448,0,11.0,0.3,1.53,Enrolled
2,25,2,9982,1,2,132.6,2,36,5,21,7,190.0,1,0,0,1,0,0,29,0,0,10,19,9,18.722345276903525,1,3,11,16,5,17.419963599671668,0,10.5,-0.8,-2.52,Graduate
1,9,1,9870,1,1,115.1,80,16,8,5,12,190.0,0,0,0,0,0,0,20,0,0,5,11,2,9.961593681688534,1,0,5,4,0,3.899422699097481,0,8.9,0.4,0.22,Dropout
1,55,1,8451,1,15,149.8,92,43,12,7,11,190.0,0,0,0,1,0,1,33,0,0,11,3,18,18.873927030136485,1,0,8,4,9,18.571428571428573,0,9.0,1.5,0.31,Dropout
1,2,1,4981,1,4,157.4,10,3,3,38,30,190.0,1,0,0,1,0,0,23,0,0,4,0,2,11.692245879513091,1,0,3,0,0,4.315323787722726,0,16.2,-0.5,1.22,Graduate
1,29,1,9991,1,2,125.2,42,34,26,11,2,190.0,1,0,0,0,0,0,56,0,0,7,16,16,18.8746929802624,1,1,8,15,15,18.571428571428573,0,16.2,1.0,1.94,Graduate
1,42,4,9901,1,3,127.0,27,29,2,14,11,190.0,0,1,0,1,0,0,18,0,0,2,8,4,17.637638600070716,1,0,2,4,2,12.945089088250683,0,8.9,-0.1,2.54,Graduate
4,17,1,8221,1,4,154.9,74,6,20,13,7,190.0,1,0,0,1,1,0,21,0,0,3,0,1,6.401730527474224,1,0,2,0,0,5.3448514004711445,0,11.5,1.3,-3.19,Dropout
1,14,1,9419,1,2,166.5,102,42,28,13,22,190.0,0,0,0,1,0,0,18,0,0,6,32,10,18.844673423263007,1,0,6,23,3,14.422179465407025,1,15.0,-0.4,-1.66,Graduate
1,35,1,9532,1,2,117.4,20,25,19,22,19,190.0,0,0,0,1,1,0,18,0,0,2,11,7,18.731499261211354,1,0,1,8,9,18.571428571428573,0,8.9,3.5,3.11,Graduate
1,27,2,9945,0,1,132.5,2,23,28,1,0,190.0,0,0,0,1,0,0,18,0,0,6,1,1,0.13505662980468242,1,0,5,2,3,15.535683280340656,0,8.9,0.6,-0.7,Dropout
1,2,3,8124,1,1,127.4,31,43,44,12,24,190.0,1,0,0,1,0,1,27,0,0,8,6,4,9.021762881974626,1,7,8,3,12,18.571428571428573,0,16.2,-0.2,-3.04,Dropout
1,54,1,9926,1,2,142.2,40,20,2,8,14,190.0,0,0,0,1,1,0,34,0,0,4,2,1,4.365579356731713,1,0,4,7,1,7.232244975237858,0,16.2,-0.1,1.1,Dropout
4,23,1,9184,1,1,122.8,8,38,42,8,9,190.0,0,0,0,1,1,0,24,0,0,5,1,2,4.284264341222221,1,0,4,3,1,7.812923124754298,0,12.0,0.1,-0.99,Dropout
1,30,1,9291,0,1,113.6,21,14,11,6,6,190.0,0,0,0,1,1,0,59,0,0,7,8,9,18.791613135479256,1,1,5,10,6,18.17566913836147,0,16.2,2.2,0.82,Enrolled
1,53,3,9332,1,1,130.0,76,20,44,14,15,190.0,1,0,0,1,1,1,23,0,0,7,2,2,4.4240573349150205,1,0,6,2,2,8.759054354751369,0,8.9,1.5,-0.4,Dropout
1,29,3,1608,1,6,149.5,38,28,43,10,11,190.0,1,0,0,1,1,0,30,0,0,5,0,7,17.975943005540152,1,0,4,2,6,17.49311155086537,0,16.2,-0.7,-1.42,Graduate
1,57,1,6726,1,7,124.1,80,27,9,10,10,190.0,1,0,0,1,1,0,29,0,0,5,1,0,0.0064915339295001226,1,1,5,3,0,1.6546377917495063,0,8.9,3.1,2.48,Dropout
1,57,1,9521,1,16,129.0,4,39,39,2,2,190.0,0,0,0,1,0,0,47,0,0,6,10,2,6.786925583682785,1,1,6,9,1,9.119809399140966,1,8.9,0.2,2.36,Graduate
1,35,1,9350,1,1,125.5,30,29,44,4,2,190.0,1,0,0,1,1,0,18,0,0,5,0,0,0.006994469502718561,2,0,3,1,1,5.997961490993582,0,9.0,-0.8,1.17,Enrolled
1,56,1,9967,0,9,143.8,101,21,44,4,2,190.0,0,0,1,0,0,0,22,0,0,4,1,0,0.0061803697415805554,2,0,3,2,0,0.015897834411097024,0,9.2,3.4,-3.82,Graduate
1,11,2,7953,0,5,124.1,17,34,41,14,11,190.0,1,0,0,1,0,1,22,0,0,5,5,3,10.620416197540818,1,1,4,3,2,15.055577046728837,0,8.9,2.0,1.1,Dropout
1,9,1,9462,1,7,131.1,22,15,38,2,2,190.0,1,0,0,1,1,0,21,0,0,6,3,4,16.028718781553863,1,0,4,6,4,15.04720260752999,0,11.0,0.2,-0.28,Graduate
1,17,1,9499,1,1,122.4,28,42,8,24,18,190.0,0,0,1,0,0,0,20,0,0,7,16,8,18.747122446042408,2,0,7,11,2,11.885351237684059,0,16.2,-0.4,-2.14,Graduate
1,6,3,9984,1,1,122.2,105,8,2,1,2,190.0,0,0,0,0,1,0,28,0,0,9,21,4,16.391714518482658,1,2,11,19,1,9.446943877671782,0,8.9,2.4,2.12,Dropout
2,43,1,7999,1,7,116.8,61,44,28,16,9,190.0,0,0,0,1,0,0,37,0,0,6,2,0,0.027281191573847355,1,4,6,1,3,14.409113712348377,0,11.2,-0.5,2.89,Dropout
1,9,1,4414,1,2,129.8,16,13,5,3,13,190.0,1,0,0,0,1,0,18,0,0,5,0,3,10.269939316354915,1,4,3,0,3,15.703702979842294,0,9.3,2.0,3.38,Dropout
1,48,4,8423,1,15,142.5,108,12,2,1,2,190.0,1,0,0,1,0,0,18,0,0,6,12,5,17.116668187658778,1,0,6,20,8,18.508848878672225,0,9.3,3.7,3.42,Graduate
1,57,1,9982,1,5,135.4,61,44,7,2,0,190.0,1,0,0,1,1,0,31,0,0,9,14,9,18.664376476134905,1,4,9,11,5,17.665166070901037,0,10.9,1.2,1.16,Graduate
1,38,1,9991,1,3,111.9,4,26,8,7,12,190.0,0,0,1,1,1,0,18,0,0,9,9,7,18.213864390556612,1,0,9,12,6,16.360822660133582,0,8.9,3.3,3.33,Graduate
1,55,1,7783,1,7,133.2,17,31,44,1,0,190.0,1,0,0,1,0,0,20,0,0,11,28,16,18.87423823989741,2,8,11,21,10,18.54662849391935,0,11.8,-0.1,-2.6,Enrolled
1,19,1,9983,1,1,118.4,51,35,44,6,8,190.0,1,0,0,1,0,0,18,0,0,10,23,26,18.874999999957236,1,0,14,32,20,18.571428571428573,0,13.2,3.0,-1.06,Graduate
1,40,3,9130,1,3,110.6,105,20,20,6,10,190.0,0,0,1,1,0,0,19,0,0,8,16,9,18.75051405276032,1,0,8,21,11,18.571428571428573,0,8.9,3.1,-0.74,Graduate
1,2,2,9991,1,4,135.9,96,23,21,2,11,190.0,0,0,0,1,0,0,18,0,0,11,29,9,18.702148985913702,1,1,12,24,2,13.053099148136459,0,8.9,-0.1,1.34,Dropout
1,57,1,9970,1,13,142.3,31,32,17,4,5,190.0,1,0,0,1,1,0,35,0,0,5,15,2,7.182830536578746,1,0,6,21,2,15.09667570577769,0,8.9,2.4,1.6,Dropout
1,3,1,5785,1,6,139.4,15,4,3,56,5,190.0,0,0,0,0,1,1,21,0,0,8,0,0,0.011407287302244613,1,1,6,0,1,7.09756308603068,0,8.9,-0.7,-0.1,Graduate
1,9,4,6604,1,2,129.4,86,36,44,7,30,190.0,0,0,0,1,0,0,25,0,0,5,5,6,18.218406813176465,1,1,3,4,4,17.14342093432658,1,10.8,0.8,-1.79,Graduate
1,40,1,9847,1,4,112.3,71,43,15,25,31,190.0,1,0,0,1,1,0,23,0,0,6,7,5,16.44770953547955,1,0,8,7,2,12.100806350197043,0,8.9,2.1,2.11,Enrolled
1,30,1,9959,1,2,128.0,68,26,22,32,40,190.0,1,0,0,0,0,0,18,0,0,6,7,1,1.2899665030220595,1,0,7,5,1,9.702669156149085,0,16.2,1.4,-1.63,Graduate
1,24,1,9612,1,3,146.2,17,36,43,8,6,190.0,0,0,0,1,0,1,22,0,0,5,0,2,9.856922016511591,1,1,5,1,8,18.571428571428573,0,16.1,3.7,1.87,Graduate
1,52,2,9409,1,1,111.5,3,28,18,23,3,190.0,0,0,0,1,1,1,20,0,0,4,25,13,18.873539687093203,1,0,5,19,19,18.571428571428573,0,13.1,0.1,2.58,Graduate
1,30,1,9146,1,7,132.7,33,39,41,1,4,190.0,1,0,0,1,0,0,20,0,0,11,20,3,4.850544911159889,1,0,11,25,3,12.576321900700972,0,8.9,0.4,-2.35,Graduate
1,5,1,8326,1,11,143.6,8,35,44,7,2,190.0,1,0,0,1,0,1,18,0,0,7,3,1,0.2319234064189883,1,3,6,3,1,4.778417188965721,0,9.0,2.9,1.75,Dropout
1,20,1,9980,1,2,122.9,9,43,15,3,0,190.0,1,0,0,1,0,1,21,0,0,6,10,12,18.864805502139742,1,0,7,13,3,14.190978396391309,1,16.2,2.0,-1.22,Graduate
1,1,1,7746,1,2,131.1,85,10,38,13,16,190.0,1,0,0,1,0,0,18,0,0,2,1,4,15.281033339003166,1,0,2,1,4,16.585624075650603,0,10.6,1.5,3.16,Enrolled
1,10,1,9971,1,3,138.6,19,28,25,42,11,190.0,1,0,0,1,0,0,18,0,0,8,34,15,18.86729404571264,1,0,9,30,20,18.571428571428573,0,8.9,3.7,2.38,Dropout
1,36,1,4643,0,1,141.6,28,22,2,6,8,190.0,1,0,0,1,0,1,18,0,0,8,3,12,18.857822387718308,1,0,7,8,12,18.571428571428573,0,9.1,-0.2,-3.33,Enrolled
1,29,1,9990,1,5,119.5,74,44,44,10,12,190.0,0,0,0,1,1,0,21,0,0,7,34,10,18.835586798326936,1,0,8,33,17,18.571428571428573,0,12.7,0.2,-1.49,Enrolled
1,50,1,9285,1,1,130.4,70,26,10,6,6,190.0,1,0,0,1,0,0,54,0,0,3,0,1,1.393551662566651,1,0,2,0,3,14.09558112540869,0,16.1,-0.6,1.18,Dropout
1,39,3,9107,1,2,122.9,14,1,20,4,2,190.0,1,0,0,1,0,1,18,0,0,12,18,16,18.86776761433443,1,2,12,14,10,18.27719106685925,0,10.9,3.7,2.19,Graduate
1,10,2,7255,1,1,143.0,36,30,31,1,0,190.0,1,0,0,1,0,0,19,0,0,9,6,5,15.365067716714575,1,1,8,10,17,18.571428571428573,0,8.9,1.5,-3.41,Enrolled
1,21,1,8476,1,2,122.1,12,37,3,2,5,190.0,0,0,0,0,1,0,18,0,0,6,15,5,16.858816492957086,1,1,5,21,6,17.55256352473125,0,8.9,1.7,0.5,Dropout
1,2,1,9989,1,1,123.2,81,4,6,3,3,190.0,0,0,0,0,1,0,18,0,0,7,1,0,0.1435687306652167,1,0,7,2,1,8.596969692139147,0,10.3,1.9,-2.03,Graduate
1,13,1,9075,1,12,168.5,54,6,3,30,19,190.0,1,0,0,1,0,0,20,0,0,5,0,0,0.00683752404402905,1,0,2,0,0,1.4932737637956064,0,8.9,1.1,0.7,Graduate
1,31,2,9931,1,4,135.8,10,32,9,34,9,190.0,0,0,0,1,0,1,18,0,0,10,8,7,17.070151505655666,1,6,11,4,9,18.278723291933346,0,16.2,2.2,-0.67,Graduate
1,2,3,9551,1,1,127.1,30,36,22,4,3,190.0,0,0,0,1,0,0,18,0,0,5,2,3,12.451077675528056,1,0,5,2,5,17.74450538365032,0,12.4,2.2,-2.17,Dropout
1,18,3,4878,1,1,123.0,28,4,38,9,12,190.0,1,0,0,1,0,0,18,1,0,4,1,2,7.376053402850914,1,0,4,2,5,17.99684224786693,0,16.2,-0.7,-1.28,Graduate
1,49,1,9903,0,3,123.7,8,43,34,10,5,190.0,1,0,0,1,0,1,18,0,0,6,12,4,12.846593173626335,2,0,5,14,5,16.916620916204558,12,9.0,1.5,-2.65,Enrolled
2,51,2,9987,1,2,159.5,55,33,36,25,14,190.0,1,0,0,1,0,1,18,0,0,7,8,2,6.345300480561722,1,0,9,16,4,17.42104345839536,0,15.4,1.6,-0.0,Dropout
1,3,1,9489,1,5,140.0,18,35,14,8,19,190.0,0,0,0,1,0,0,18,0,0,8,2,3,10.987669137606572,1,2,8,2,5,17.465609238872617,0,10.4,1.1,1.52,Graduate
1,19,1,9990,1,1,109.9,84,26,6,13,23,190.0,1,0,1,1,0,0,30,0,0,5,7,1,8.642529413062723,1,0,6,6,0,1.3453558070601084,0,9.1,-0.3,-0.61,Dropout
1,10,2,6692,1,11,144.5,80,30,22,2,1,190.0,0,0,0,1,0,0,27,0,0,8,3,0,0.20372575751008182,1,2,6,3,0,4.021490406477798,0,8.9,3.5,2.42,Graduate
1,14,1,8664,1,3,128.7,4,6,9,5,13,190.0,1,0,0,0,1,0,18,0,0,5,11,1,2.7376267871032307,1,0,3,3,3,15.747413092141445,0,12.1,-0.7,-2.99,Graduate
1,7,1,9946,1,2,116.9,4,38,18,53,38,190.0,0,0,0,1,1,0,18,0,0,2,3,0,0.14443376496374605,1,0,2,1,1,6.073180591621875,0,9.2,0.7,1.93,Enrolled
1,45,1,9150,1,11,133.3,3,33,27,12,9,190.0,1,0,0,1,0,1,37,0,0,6,10,6,18.207557148166092,1,5,3,7,3,14.207496880166223,0,9.1,2.1,-0.74,Graduate
4,49,5,8438,1,2,140.6,73,4,4,9,9,190.0,1,0,0,1,1,0,20,0,0,8,12,5,16.59238824658659,1,0,7,13,2,13.339467085660443,0,8.9,0.3,2.29,Graduate
1,16,1,9169,1,1,137.3,17,43,42,20,13,190.0,1,0,1,1,0,0,19,0,0,11,2,1,0.15677744122032652,2,1,12,6,1,7.431959133591187,0,8.9,0.8,-1.47,Dropout
1,55,2,8251,1,5,110.8,19,37,44,2,17,190.0,0,0,0,1,1,0,45,0,0,6,2,0,0.017325395516931623,1,0,5,3,2,12.686738696511112,0,13.9,-0.5,2.06,Graduate
1,43,1,8592,1,18,154.1,3,33,44,11,19,190.0,1,0,0,1,1,0,22,0,0,8,6,1,2.1289231901320584,2,2,8,5,1,6.769264121627387,0,16.2,1.6,-1.71,Dropout
1,16,1,9960,1,1,141.1,22,44,39,18,15,190.0,1,0,1,1,0,0,32,0,0,4,0,1,3.9842679466322957,1,0,3,0,0,2.1581447118574033,0,12.5,-0.4,-2.26,Dropout
1,54,1,9972,0,2,105.4,16,27,13,12,4,190.0,1,0,0,1,1,0,18,0,0,10,13,4,12.318199487698745,1,3,12,6,3,12.92112974443971,0,11.4,0.3,2.11,Dropout
1,10,1,9934,1,1,108.5,8,12,5,2,0,190.0,1,0,0,1,1,1,20,0,0,8,6,4,14.658146206579165,2,0,9,6,1,5.525096510665632,0,10.3,1.0,1.09,Graduate
