Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC,test_size,k_anonymity,l_diversity,suppression_limit,epochs,custom_generated_rows
DecisionTree,Anonymous,0.5278,0.5869,0.5278,0.5458,,,0.0239,0.0252,0.2,2.0,2.0,0.01,,
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,,,0.1247,0.1373,0.2,2.0,2.0,0.01,,
LogisticRegression,Anonymous,0.5972,0.5493,0.5972,0.5674,,,-0.0567,-0.0593,0.2,2.0,2.0,0.01,,
RandomForest,Anonymous,0.5972,0.6073,0.5972,0.6019,,,0.0745,0.0746,0.2,2.0,2.0,0.01,,
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,2.0,2.0,0.01,,
DecisionTree,Anonymous,0.5208,0.5828,0.5208,0.5393,,,0.0151,0.016,0.2,2.0,3.0,0.01,,
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,,,0.1247,0.1373,0.2,2.0,3.0,0.01,,
LogisticRegression,Anonymous,0.5972,0.5493,0.5972,0.5674,,,-0.0567,-0.0593,0.2,2.0,3.0,0.01,,
RandomForest,Anonymous,0.625,0.6298,0.625,0.6273,,,0.1275,0.1275,0.2,2.0,3.0,0.01,,
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,2.0,3.0,0.01,,
DecisionTree,Anonymous,0.5278,0.5712,0.5278,0.5436,,,-0.0099,-0.0102,0.2,2.0,4.0,0.01,,
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,,,0.1247,0.1373,0.2,2.0,4.0,0.01,,
LogisticRegression,Anonymous,0.5972,0.5493,0.5972,0.5674,,,-0.0567,-0.0593,0.2,2.0,4.0,0.01,,
RandomForest,Anonymous,0.6042,0.6166,0.6042,0.6097,,,0.096,0.0963,0.2,2.0,4.0,0.01,,
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,2.0,4.0,0.01,,
DecisionTree,Anonymous,0.5208,0.5723,0.5208,0.5382,,,-0.0073,-0.0076,0.2,2.0,5.0,0.01,,
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,,,0.1247,0.1373,0.2,2.0,5.0,0.01,,
LogisticRegression,Anonymous,0.5972,0.5493,0.5972,0.5674,,,-0.0567,-0.0593,0.2,2.0,5.0,0.01,,
RandomForest,Anonymous,0.6042,0.6067,0.6042,0.6054,,,0.0732,0.0732,0.2,2.0,5.0,0.01,,
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,2.0,5.0,0.01,,
