Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6375,0.628,0.6375,0.6322,N/A,N/A,0.1272,0.1276
DecisionTree,CTGAN,0.5458,0.5637,0.5458,0.5538,N/A,N/A,-0.0227,-0.0228
DecisionTree,GaussianCopula,0.5458,0.5699,0.5458,0.556,N/A,N/A,-0.0082,-0.0082
DecisionTree,Original,0.6958,0.7093,0.6958,0.7011,N/A,N/A,0.3151,0.3168
DecisionTree,TVAE,0.4583,0.6112,0.4583,0.46,N/A,N/A,0.0502,0.0666
KNN,Anonymous,0.6542,0.5966,0.6542,0.6069,N/A,N/A,0.0421,0.0478
KNN,CTGAN,0.6625,0.5465,0.6625,0.5704,N/A,N/A,-0.0255,-0.0402
KNN,GaussianCopula,0.6583,0.5972,0.6583,0.606,N/A,N/A,0.0409,0.0477
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,Anonymous,0.6542,0.5882,0.6542,0.5993,N/A,N/A,0.0249,0.0293
LogisticRegression,CTGAN,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,GaussianCopula,0.7125,0.7166,0.7125,0.6289,N/A,N/A,0.1178,0.1988
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.5417,0.5612,0.5417,0.5503,N/A,N/A,-0.0284,-0.0285
RandomForest,Anonymous,0.5583,0.5616,0.5583,0.5599,N/A,N/A,-0.0278,-0.0278
RandomForest,CTGAN,0.6875,0.4775,0.6875,0.5636,N/A,N/A,-0.0083,-0.0432
RandomForest,GaussianCopula,0.7083,0.6838,0.7083,0.6406,N/A,N/A,0.1347,0.1867
RandomForest,Original,0.8042,0.7981,0.8042,0.795,N/A,N/A,0.5057,0.5161
RandomForest,TVAE,0.5042,0.5666,0.5042,0.5229,N/A,N/A,-0.0143,-0.0152
