Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4285,0.4355,0.4285,0.4318,0.5671,20.5605,0.1258,0.1259
DecisionTree,Original,0.4463,0.4538,0.4463,0.4498,0.5851,19.9503,0.1557,0.1558
KNN,Anonymous,0.4813,0.4259,0.4813,0.4332,0.5848,6.6228,0.0975,0.1053
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.5463,0.3602,0.5463,0.4236,0.721,1.0337,0.1517,0.2206
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.5045,0.4346,0.5045,0.4496,0.684,1.2672,0.1526,0.165
RandomForest,Original,0.531,0.4718,0.531,0.4837,0.7311,1.2086,0.2138,0.2259
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
