Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.525,0.576,0.525,0.5419,N/A,N/A,0.0055,0.0058
DecisionTree,Original,0.7042,0.72,0.7042,0.7101,N/A,N/A,0.3386,0.3411
DecisionTree,TVAE,0.5042,0.5927,0.5042,0.5221,N/A,N/A,0.036,0.0403
KNN,CTGAN,0.575,0.551,0.575,0.5614,N/A,N/A,-0.0515,-0.0521
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.5833,0.6168,0.5833,0.5955,N/A,N/A,0.0975,0.0995
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.6208,0.5823,0.6208,0.5956,N/A,N/A,0.0192,0.02
RandomForest,CTGAN,0.5458,0.5668,0.5458,0.5549,N/A,N/A,-0.0154,-0.0155
RandomForest,Original,0.7875,0.7794,0.7875,0.7776,N/A,N/A,0.4636,0.4732
RandomForest,TVAE,0.6042,0.5774,0.6042,0.5881,N/A,N/A,0.0089,0.009
