Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4277,0.4219,0.4277,0.4246,N/A,N/A,-0.013,-0.013
DecisionTree,Original,0.4252,0.4229,0.4252,0.4239,N/A,N/A,-0.0107,-0.0107
KNN,Anonymous,0.5173,0.4963,0.5173,0.5046,N/A,N/A,0.1174,0.1181
KNN,Original,0.5173,0.497,0.5173,0.505,N/A,N/A,0.1183,0.1189
LogisticRegression,Anonymous,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
LogisticRegression,Original,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
RandomForest,Anonymous,0.5632,0.4065,0.5632,0.4373,N/A,N/A,-0.0189,-0.0353
RandomForest,Original,0.5654,0.4275,0.5654,0.4456,N/A,N/A,-0.0049,-0.0085
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
