Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5157,0.5235,0.5157,0.5194,N/A,N/A,0.1633,0.1634
DecisionTree,CTGAN_HYBRID,0.3726,0.4649,0.3726,0.3959,N/A,N/A,0.0516,0.055
DecisionTree,GaussianCopula_HYBRID,0.3773,0.4338,0.3773,0.3985,N/A,N/A,0.0057,0.0059
DecisionTree,Original,0.5407,0.5467,0.5407,0.5435,N/A,N/A,0.2041,0.2041
DecisionTree,TVAE_HYBRID,0.41,0.4764,0.41,0.4294,0.5217,21.266,0.0674,0.0703
KNN,Anonymous,0.5173,0.4967,0.5173,0.5048,N/A,N/A,0.1178,0.1184
KNN,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
KNN,GaussianCopula_HYBRID,0.2361,0.0558,0.2361,0.0902,N/A,N/A,0.0,0.0
KNN,Original,0.5173,0.497,0.5173,0.505,N/A,N/A,0.1183,0.1189
KNN,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,0.5,6.8204,0.0,0.0
LogisticRegression,Anonymous,0.6003,0.5236,0.6003,0.4777,N/A,N/A,0.0652,0.1242
LogisticRegression,CTGAN_HYBRID,0.587,0.5153,0.587,0.44,N/A,N/A,0.0042,0.0183
LogisticRegression,GaussianCopula_HYBRID,0.5862,0.3461,0.5862,0.4352,N/A,N/A,-0.0027,-0.02
LogisticRegression,Original,0.6063,0.5225,0.6063,0.5173,N/A,N/A,0.1355,0.1746
LogisticRegression,TVAE_HYBRID,0.5905,0.4573,0.5905,0.4934,0.6463,1.1798,0.0868,0.1193
RandomForest,Anonymous,0.6066,0.5601,0.6066,0.5629,N/A,N/A,0.2081,0.2237
RandomForest,CTGAN_HYBRID,0.5627,0.4871,0.5627,0.5058,N/A,N/A,0.1034,0.1138
RandomForest,GaussianCopula_HYBRID,0.5737,0.4473,0.5737,0.455,N/A,N/A,0.015,0.026
RandomForest,Original,0.6503,0.6269,0.6503,0.6036,N/A,N/A,0.2888,0.3144
RandomForest,TVAE_HYBRID,0.5713,0.5115,0.5713,0.5223,0.5844,1.4407,0.1457,0.1551
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,GaussianCopula_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
