Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6649,0.6876,0.6649,0.6741,0.7284,12.0779,0.4691,0.4711
DecisionTree,CTGAN,0.558,0.5205,0.558,0.5343,0.6063,15.9319,0.2502,0.2536
DecisionTree,GaussianCopula,0.3848,0.4176,0.3848,0.3973,0.5122,22.1744,0.0357,0.0361
DecisionTree,Original,0.6792,0.6963,0.6792,0.6862,0.738,11.5622,0.4885,0.4898
DecisionTree,TVAE,0.6273,0.6379,0.6273,0.6318,0.6939,13.4349,0.4026,0.4032
KNN,Anonymous,0.6393,0.6235,0.6393,0.6249,0.7279,4.3533,0.3885,0.3945
KNN,CTGAN,0.4992,0.4129,0.4992,0.4236,0.5455,8.234,0.0707,0.0855
KNN,GaussianCopula,0.4511,0.4024,0.4511,0.4152,0.4983,6.6329,0.0393,0.0413
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5384,0.4978,0.5384,0.5069,0.6431,6.7863,0.2103,0.2156
LogisticRegression,Anonymous,0.7598,0.7403,0.7598,0.7346,0.8565,0.6627,0.5861,0.6004
LogisticRegression,CTGAN,0.6642,0.6404,0.6642,0.597,0.7317,0.8701,0.3922,0.43
LogisticRegression,GaussianCopula,0.5821,0.5342,0.5821,0.5469,0.7112,1.3461,0.273,0.2829
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6837,0.6792,0.6837,0.6797,0.8034,1.0218,0.4847,0.4861
RandomForest,Anonymous,0.7696,0.7555,0.7696,0.7562,0.8831,0.5903,0.6108,0.6171
RandomForest,CTGAN,0.6438,0.5339,0.6438,0.5745,0.7093,0.9211,0.3519,0.3906
RandomForest,GaussianCopula,0.57,0.5318,0.57,0.4997,0.686,0.9474,0.2208,0.26
RandomForest,Original,0.7718,0.7575,0.7718,0.7577,0.8874,0.6013,0.6139,0.621
RandomForest,TVAE,0.7003,0.6912,0.7003,0.6856,0.8433,0.8451,0.5045,0.5117
