Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4896,0.5338,0.4896,0.5059,N/A,N/A,-0.0799,-0.0823
DecisionTree,CTGAN,0.5729,0.5918,0.5729,0.5809,N/A,N/A,0.0493,0.0496
DecisionTree,GaussianCopula,0.6042,0.5816,0.6042,0.5908,N/A,N/A,0.0256,0.0259
DecisionTree,Original,0.7083,0.7583,0.7083,0.7186,N/A,N/A,0.3978,0.4172
DecisionTree,TVAE,0.6042,0.6185,0.6042,0.6104,N/A,N/A,0.1111,0.1116
KNN,Anonymous,0.6146,0.5808,0.6146,0.5929,N/A,N/A,0.0231,0.0238
KNN,CTGAN,0.6979,0.6652,0.6979,0.6264,N/A,N/A,0.1111,0.1567
KNN,GaussianCopula,0.6771,0.6381,0.6771,0.6397,N/A,N/A,0.1298,0.1431
KNN,Original,0.6146,0.5719,0.6146,0.5861,N/A,N/A,0.0034,0.0035
KNN,TVAE,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
LogisticRegression,Anonymous,0.6458,0.5181,0.6458,0.555,N/A,N/A,-0.0543,-0.0812
LogisticRegression,CTGAN,0.6667,0.4681,0.6667,0.55,N/A,N/A,-0.0407,-0.0983
LogisticRegression,GaussianCopula,0.7292,0.7224,0.7292,0.6793,N/A,N/A,0.2296,0.2851
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,N/A,N/A,0.5512,0.5674
LogisticRegression,TVAE,0.6979,0.7901,0.6979,0.5838,N/A,N/A,0.0453,0.1522
RandomForest,Anonymous,0.4375,0.501,0.4375,0.4579,N/A,N/A,-0.1429,-0.1518
RandomForest,CTGAN,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
RandomForest,GaussianCopula,0.7083,0.6972,0.7083,0.6335,N/A,N/A,0.1318,0.1973
RandomForest,Original,0.7917,0.786,0.7917,0.7873,N/A,N/A,0.4969,0.4994
RandomForest,TVAE,0.6771,0.6129,0.6771,0.6007,N/A,N/A,0.0498,0.0702
SVM,Anonymous,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,TVAE,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
