Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.8383,0.8179,0.8383,0.8273,0.551,5.8272,0.1152,0.117
DecisionTree,Original,0.8308,0.8401,0.8308,0.8353,0.6189,6.0983,0.225,0.2255
DecisionTree,TVAE,0.8717,0.8438,0.8717,0.8533,0.585,4.6235,0.215,0.2291
KNN,CTGAN,0.8769,0.8254,0.8769,0.8371,0.5848,2.6092,0.0735,0.1067
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE,0.7992,0.8159,0.7992,0.8072,0.6113,2.5395,0.1078,0.1084
LogisticRegression,CTGAN,0.8936,0.8738,0.8936,0.8654,0.7293,0.3268,0.2458,0.3093
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE,0.8873,0.8589,0.8873,0.8538,0.7376,0.4595,0.1738,0.2348
RandomForest,CTGAN,0.8912,0.8698,0.8912,0.8585,0.713,0.4784,0.1997,0.2718
RandomForest,Original,0.8935,0.8725,0.8935,0.8709,0.7802,0.3835,0.289,0.3327
RandomForest,TVAE,0.8875,0.8595,0.8875,0.8542,0.7355,1.2979,0.1765,0.2376
