Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6423,0.6214,0.6423,0.6293,N/A,N/A,0.1105,0.1119
DecisionTree,CTGAN,0.626,0.5977,0.626,0.6081,N/A,N/A,0.0554,0.0566
DecisionTree,GaussianCopula,0.5285,0.566,0.5285,0.5427,N/A,N/A,-0.0157,-0.016
DecisionTree,Original,0.748,0.7742,0.748,0.7552,N/A,N/A,0.4535,0.4623
DecisionTree,TVAE,0.6992,0.7273,0.6992,0.7078,N/A,N/A,0.3477,0.3544
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,N/A,N/A,0.036,0.0392
KNN,CTGAN,0.6016,0.559,0.6016,0.5747,N/A,N/A,-0.0304,-0.0316
KNN,GaussianCopula,0.6992,0.6639,0.6992,0.6518,N/A,N/A,0.1539,0.181
KNN,Original,0.6504,0.6226,0.6504,0.6314,N/A,N/A,0.11,0.113
KNN,TVAE,0.6911,0.6342,0.6911,0.579,N/A,N/A,0.0197,0.0532
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6992,0.6929,0.6992,0.6956,N/A,N/A,0.2798,0.2803
LogisticRegression,GaussianCopula,0.7236,0.7033,0.7236,0.6831,N/A,N/A,0.2293,0.2645
LogisticRegression,Original,0.8537,0.8626,0.8537,0.8427,N/A,N/A,0.6184,0.6476
LogisticRegression,TVAE,0.7398,0.7234,0.7398,0.7163,N/A,N/A,0.3104,0.3307
RandomForest,Anonymous,0.6016,0.5666,0.6016,0.58,N/A,N/A,-0.0141,-0.0145
RandomForest,CTGAN,0.6504,0.5989,0.6504,0.6097,N/A,N/A,0.0499,0.055
RandomForest,GaussianCopula,0.748,0.7649,0.748,0.6958,N/A,N/A,0.2655,0.3454
RandomForest,Original,0.8293,0.8307,0.8293,0.8177,N/A,N/A,0.5584,0.5805
RandomForest,TVAE,0.7724,0.7625,0.7724,0.7614,N/A,N/A,0.425,0.4343
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,TVAE,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
