Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.431,0.4376,0.431,0.4339,0.5714,20.4684,0.1331,0.1332
DecisionTree,Original,0.4469,0.453,0.4469,0.4497,0.5844,19.9354,0.155,0.1551
KNN,Anonymous,0.4791,0.4235,0.4791,0.4312,0.5832,6.6357,0.0938,0.1012
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.5555,0.3673,0.5555,0.4338,0.7303,1.0082,0.1755,0.2465
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.5047,0.4449,0.5047,0.4604,0.6883,1.5022,0.1708,0.1795
RandomForest,Original,0.5338,0.4773,0.5338,0.4871,0.73,1.2114,0.2185,0.231
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
