Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5392,0.5319,0.5392,0.5353,0.6091,16.6105,0.2431,0.2433
DecisionTree,Original,0.6709,0.696,0.6709,0.6808,0.7345,11.8608,0.4792,0.4816
DecisionTree,TVAE,0.6273,0.6379,0.6273,0.627,0.6886,13.4349,0.4029,0.4074
KNN,CTGAN,0.5444,0.4952,0.5444,0.5016,0.6022,7.3437,0.1913,0.2044
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5783,0.5504,0.5783,0.5494,0.6785,7.2049,0.2894,0.2971
LogisticRegression,CTGAN,0.6875,0.5763,0.6875,0.6149,0.7787,0.8162,0.4295,0.4809
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6883,0.669,0.6883,0.6722,0.8119,0.9649,0.4845,0.4894
RandomForest,CTGAN,0.6589,0.6534,0.6589,0.5868,0.751,0.9044,0.3693,0.4312
RandomForest,Original,0.7741,0.761,0.7741,0.7598,0.8845,0.6802,0.617,0.6248
RandomForest,TVAE,0.7169,0.7022,0.7169,0.7044,0.8413,1.0313,0.533,0.5369
