Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.812,0.8374,0.812,0.8235,0.6189,6.7759,0.2072,0.2101
DecisionTree,Original,0.875,0.8745,0.875,0.8748,0.6956,4.504,0.3927,0.3927
DecisionTree,TVAE,0.8493,0.8819,0.8493,0.8621,0.7474,5.4327,0.4041,0.4162
KNN,CTGAN,0.8763,0.8352,0.8763,0.8449,0.6421,1.793,0.1337,0.1645
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE,0.8549,0.8637,0.8549,0.859,0.7816,1.7603,0.3385,0.3395
LogisticRegression,CTGAN,0.8934,0.8724,0.8934,0.8682,0.8317,0.2836,0.268,0.3201
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE,0.8765,0.8886,0.8765,0.8817,0.8892,0.4038,0.4547,0.4577
RandomForest,CTGAN,0.8959,0.8798,0.8959,0.8676,0.8084,0.2906,0.2565,0.3275
RandomForest,Original,0.907,0.8947,0.907,0.8955,0.9263,0.2281,0.4461,0.4678
RandomForest,TVAE,0.8735,0.8921,0.8735,0.8811,0.8789,0.3659,0.4649,0.4714
