Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6732,0.6875,0.6732,0.6793,0.7309,11.7793,0.4774,0.4783
DecisionTree,CTGAN_HYBRID,0.4661,0.4254,0.4661,0.4273,0.5284,19.2432,0.071,0.0758
DecisionTree,GaussianCopula_HYBRID,0.4134,0.4183,0.4134,0.4157,0.5252,21.1431,0.0539,0.0539
DecisionTree,Original,0.6875,0.7074,0.6875,0.6954,0.7454,11.2636,0.5026,0.5043
DecisionTree,TVAE_HYBRID,0.5708,0.5884,0.5708,0.5782,0.6443,15.4705,0.3119,0.3128
KNN,Anonymous,0.5768,0.561,0.5768,0.5658,0.679,5.1878,0.2905,0.2929
KNN,CTGAN_HYBRID,0.4714,0.4216,0.4714,0.4148,0.534,7.9202,0.0577,0.0655
KNN,GaussianCopula_HYBRID,0.4104,0.3948,0.4104,0.4011,0.5003,5.4147,0.0204,0.0205
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE_HYBRID,0.4849,0.4673,0.4849,0.4721,0.6054,7.4963,0.1434,0.1448
LogisticRegression,Anonymous,0.7244,0.7031,0.7244,0.7062,0.8022,1.0397,0.5319,0.5391
LogisticRegression,CTGAN_HYBRID,0.5045,0.4818,0.5045,0.4472,0.6529,1.2977,0.1057,0.1235
LogisticRegression,GaussianCopula_HYBRID,0.5098,0.4264,0.5098,0.3755,0.6075,1.0551,0.0609,0.1067
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE_HYBRID,0.6408,0.6193,0.6408,0.6276,0.764,1.7639,0.3994,0.4016
RandomForest,Anonymous,0.7696,0.7527,0.7696,0.7541,0.8812,0.5936,0.6102,0.6169
RandomForest,CTGAN_HYBRID,0.5166,0.5182,0.5166,0.3831,0.6421,0.9858,0.0495,0.1156
RandomForest,GaussianCopula_HYBRID,0.5392,0.4974,0.5392,0.4507,0.6158,0.9874,0.1267,0.1736
RandomForest,Original,0.7809,0.769,0.7809,0.7685,0.8888,0.6462,0.63,0.6365
RandomForest,TVAE_HYBRID,0.7131,0.6607,0.7131,0.6743,0.8375,0.7158,0.5148,0.5265
