Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.6181,0.6006,0.6181,0.608,,,0.058,0.0585
DecisionTree,GaussianCopula,0.6806,0.6934,0.6806,0.6858,,,0.275,0.2762
DecisionTree,Original,0.7569,0.7656,0.7569,0.7604,,,0.4449,0.4463
DecisionTree,TVAE,0.6806,0.5997,0.6806,0.5943,,,0.0236,0.0366
KNN,CTGAN,0.6944,0.6369,0.6944,0.5815,,,0.0174,0.0501
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,,,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
LogisticRegression,CTGAN,0.6597,0.5637,0.6597,0.5817,,,-0.015,-0.0205
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,,,0.4083,0.4115
LogisticRegression,TVAE,0.6667,0.5564,0.6667,0.5767,,,-0.0189,-0.0293
RandomForest,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
RandomForest,GaussianCopula,0.7917,0.7882,0.7917,0.7735,,,0.4456,0.4725
RandomForest,Original,0.8403,0.8401,0.8403,0.8313,,,0.5897,0.6062
RandomForest,TVAE,0.7014,0.7912,0.7014,0.5851,,,0.0313,0.1261
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
