Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4375,0.6255,0.4375,0.4255,0.5377,20.2746,0.0539,0.0795
DecisionTree,CTGAN_HYBRID,0.5486,0.5886,0.5486,0.5632,0.5159,16.2697,0.029,0.0298
DecisionTree,GaussianCopula_HYBRID,0.5903,0.6566,0.5903,0.6063,0.5968,14.7679,0.1671,0.1785
DecisionTree,Original,0.7153,0.7338,0.7153,0.7218,0.6932,10.2624,0.3654,0.369
KNN,Anonymous,0.6389,0.6055,0.6389,0.6165,0.4816,2.579,0.0659,0.0681
KNN,CTGAN_HYBRID,0.6528,0.6217,0.6528,0.6313,0.5607,1.8253,0.1018,0.1052
KNN,GaussianCopula_HYBRID,0.5972,0.5493,0.5972,0.5674,0.4931,2.0959,-0.0567,-0.0593
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,Anonymous,0.5139,0.7091,0.5139,0.5112,0.7518,0.9038,0.1633,0.2266
LogisticRegression,CTGAN_HYBRID,0.7708,0.8277,0.7708,0.7183,0.635,0.6238,0.3165,0.4336
LogisticRegression,GaussianCopula_HYBRID,0.8472,0.8588,0.8472,0.8339,0.7302,0.5685,0.5934,0.6293
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,Anonymous,0.4722,0.6613,0.4722,0.4661,0.6024,1.0313,0.1,0.1421
RandomForest,CTGAN_HYBRID,0.7361,0.7194,0.7361,0.7008,0.6975,0.558,0.2661,0.3003
RandomForest,GaussianCopula_HYBRID,0.5833,0.5989,0.5833,0.5902,0.6276,0.6223,0.0543,0.0545
RandomForest,Original,0.8264,0.8224,0.8264,0.8233,0.8142,0.4562,0.5775,0.5795
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,CTGAN_HYBRID,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,GaussianCopula_HYBRID,0.7083,0.7946,0.7083,0.6005,N/A,N/A,0.062,0.1789
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
