Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4342,0.4178,0.4342,0.4254,N/A,N/A,-0.0202,-0.0203
DecisionTree,Original,0.4242,0.424,0.4242,0.4239,N/A,N/A,-0.0086,-0.0086
KNN,Anonymous,0.5173,0.4962,0.5173,0.5046,N/A,N/A,0.1174,0.1181
KNN,Original,0.5173,0.497,0.5173,0.505,N/A,N/A,0.1183,0.1189
LogisticRegression,Anonymous,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
LogisticRegression,Original,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
RandomForest,Anonymous,0.5658,0.413,0.5658,0.4408,N/A,N/A,-0.0116,-0.0214
RandomForest,Original,0.5657,0.4269,0.5657,0.4459,N/A,N/A,-0.0044,-0.0076
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
