Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4583,0.5073,0.4583,0.4764,,,-0.1366,-0.1416
DecisionTree,CTGAN,0.5,0.5626,0.5,0.5181,,,-0.0159,-0.0169
DecisionTree,GaussianCopula,0.625,0.6458,0.625,0.6331,,,0.1724,0.1741
DecisionTree,Original,0.7396,0.7841,0.7396,0.7485,,,0.458,0.4773
DecisionTree,TVAE,0.3438,0.4742,0.3438,0.3222,,,-0.098,-0.1481
KNN,Anonymous,0.6146,0.5808,0.6146,0.5929,,,0.0231,0.0238
KNN,CTGAN,0.5208,0.5451,0.5208,0.5312,,,-0.0575,-0.058
KNN,GaussianCopula,0.6042,0.5732,0.6042,0.585,,,0.0065,0.0067
KNN,Original,0.6146,0.5719,0.6146,0.5861,,,0.0034,0.0035
KNN,TVAE,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
LogisticRegression,Anonymous,0.6458,0.5181,0.6458,0.555,,,-0.0543,-0.0812
LogisticRegression,CTGAN,0.6354,0.5795,0.6354,0.5933,,,0.0175,0.0193
LogisticRegression,GaussianCopula,0.6771,0.6129,0.6771,0.6007,,,0.0498,0.0702
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,,,0.5512,0.5674
LogisticRegression,TVAE,0.6562,0.4657,0.6562,0.5448,,,-0.0602,-0.1211
RandomForest,Anonymous,0.4479,0.5007,0.4479,0.4669,,,-0.1491,-0.1553
RandomForest,CTGAN,0.6771,0.6329,0.6771,0.6317,,,0.1111,0.1273
RandomForest,GaussianCopula,0.6667,0.6047,0.6667,0.6053,,,0.0519,0.0644
RandomForest,Original,0.7917,0.786,0.7917,0.7873,,,0.4969,0.4994
RandomForest,TVAE,0.5938,0.4814,0.5938,0.5252,,,-0.1429,-0.172
SVM,Anonymous,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,CTGAN,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,GaussianCopula,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,TVAE,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
