Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5167,0.571,0.5167,0.5342,N/A,N/A,-0.0052,-0.0054
DecisionTree,Original,0.7042,0.7228,0.7042,0.7108,N/A,N/A,0.3433,0.3467
DecisionTree,TVAE,0.6833,0.5816,0.6833,0.5757,N/A,N/A,0.0039,0.0087
KNN,CTGAN,0.7042,0.6855,0.7042,0.6181,N/A,N/A,0.0923,0.1557
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.6875,0.4775,0.6875,0.5636,N/A,N/A,-0.0083,-0.0432
RandomForest,CTGAN,0.6958,0.6871,0.6958,0.5824,N/A,N/A,0.0286,0.0873
RandomForest,Original,0.8083,0.8048,0.8083,0.7962,N/A,N/A,0.5063,0.5239
RandomForest,TVAE,0.6875,0.4775,0.6875,0.5636,N/A,N/A,-0.0083,-0.0432
