Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4583,0.577,0.4583,0.4709,N/A,N/A,0.0056,0.0068
DecisionTree,GaussianCopula,0.5167,0.5402,0.5167,0.5269,N/A,N/A,-0.0767,-0.0774
DecisionTree,Original,0.7167,0.7308,0.7167,0.722,N/A,N/A,0.3643,0.3666
DecisionTree,TVAE,0.4458,0.5717,0.4458,0.4557,N/A,N/A,-0.0026,-0.0033
KNN,CTGAN,0.4667,0.5283,0.4667,0.4867,N/A,N/A,-0.0946,-0.1001
KNN,GaussianCopula,0.6833,0.6336,0.6833,0.6273,N/A,N/A,0.0949,0.1156
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.675,0.5707,0.675,0.5775,N/A,N/A,-0.0021,-0.0038
LogisticRegression,CTGAN,0.4708,0.5894,0.4708,0.4837,N/A,N/A,0.0257,0.031
LogisticRegression,GaussianCopula,0.7083,0.691,0.7083,0.6312,N/A,N/A,0.118,0.1803
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.5,0.5579,0.5,0.5185,N/A,N/A,-0.033,-0.0347
RandomForest,CTGAN,0.4667,0.5866,0.4667,0.4791,N/A,N/A,0.0209,0.0254
RandomForest,GaussianCopula,0.7083,0.6838,0.7083,0.6406,N/A,N/A,0.1347,0.1867
RandomForest,Original,0.7958,0.7888,0.7958,0.7863,N/A,N/A,0.4847,0.4946
RandomForest,TVAE,0.4292,0.5707,0.4292,0.4318,N/A,N/A,-0.0038,-0.005
