Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5853,0.6167,0.5853,0.5981,N/A,N/A,0.3471,0.3494
DecisionTree,CTGAN,0.4633,0.5214,0.4633,0.4839,N/A,N/A,0.1805,0.1852
DecisionTree,GaussianCopula,0.4102,0.3906,0.4102,0.3941,N/A,N/A,0.0177,0.0181
DecisionTree,Original,0.6927,0.6936,0.6927,0.6931,N/A,N/A,0.5007,0.5007
DecisionTree,TVAE,0.6124,0.6343,0.6124,0.6176,N/A,N/A,0.3874,0.3917
KNN,Anonymous,0.6689,0.6544,0.6689,0.6605,N/A,N/A,0.4515,0.4526
KNN,CTGAN,0.4158,0.4373,0.4158,0.4207,N/A,N/A,0.0866,0.0879
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,N/A,N/A,-0.0151,-0.0156
KNN,Original,0.5774,0.5653,0.5774,0.5703,N/A,N/A,0.3,0.3007
KNN,TVAE,0.5322,0.5021,0.5322,0.512,N/A,N/A,0.2047,0.2076
LogisticRegression,Anonymous,0.7469,0.7427,0.7469,0.7439,N/A,N/A,0.5838,0.5848
LogisticRegression,CTGAN,0.6147,0.5926,0.6147,0.6016,N/A,N/A,0.3662,0.3678
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,N/A,N/A,0.2419,0.29
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,N/A,N/A,0.5716,0.5815
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,N/A,N/A,0.4655,0.4682
RandomForest,Anonymous,0.7582,0.7391,0.7582,0.741,N/A,N/A,0.5929,0.5986
RandomForest,CTGAN,0.6034,0.6033,0.6034,0.6022,N/A,N/A,0.3598,0.3605
RandomForest,GaussianCopula,0.5424,0.4833,0.5424,0.4697,N/A,N/A,0.1683,0.1983
RandomForest,Original,0.7627,0.7465,0.7627,0.748,N/A,N/A,0.5989,0.6053
RandomForest,TVAE,0.6814,0.6796,0.6814,0.6725,N/A,N/A,0.4812,0.4879
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,CTGAN,0.4881,0.3693,0.4881,0.3799,N/A,N/A,0.014,0.0214
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,N/A,N/A,0.0189,0.0407
