Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5278,0.5764,0.5278,0.5445,0.5009,17.0206,0.0016,0.0017
DecisionTree,Original,0.7569,0.7619,0.7569,0.7591,0.7232,8.7606,0.438,0.4385
KNN,CTGAN,0.5625,0.5707,0.5625,0.5664,0.5241,1.3868,-0.0116,-0.0116
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,CTGAN,0.6736,0.6179,0.6736,0.6208,0.5616,0.6361,0.0714,0.0844
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,CTGAN,0.625,0.6003,0.625,0.6099,0.5348,0.6552,0.0563,0.0572
RandomForest,Original,0.8056,0.8002,0.8056,0.8013,0.796,0.4786,0.5236,0.5264
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
