Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4958,0.5875,0.4958,0.5137,,,0.0259,0.0291
DecisionTree,Original,0.7042,0.7174,0.7042,0.7093,,,0.3339,0.3356
DecisionTree,TVAE,0.4833,0.5568,0.4833,0.503,,,-0.0333,-0.0361
KNN,CTGAN,0.575,0.551,0.575,0.5614,,,-0.0515,-0.0521
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,,,0.0,0.0
LogisticRegression,CTGAN,0.5833,0.6168,0.5833,0.5955,,,0.0975,0.0995
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.6208,0.5823,0.6208,0.5956,,,0.0192,0.02
RandomForest,CTGAN,0.6208,0.5516,0.6208,0.5729,,,-0.041,-0.0458
RandomForest,Original,0.8083,0.8048,0.8083,0.7962,,,0.5063,0.5239
RandomForest,TVAE,0.5917,0.5917,0.5917,0.5917,,,0.0427,0.0427
