Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6802,0.6786,0.6802,0.6794,0.7274,11.0213,0.4792,0.4792
DecisionTree,CTGAN,0.4237,0.4391,0.4237,0.4281,0.539,20.7709,0.0831,0.0839
DecisionTree,CTGAN_HYBRID,0.4203,0.4384,0.4203,0.4218,0.5401,20.8931,0.0794,0.0813
DecisionTree,GaussianCopula,0.3989,0.4278,0.3989,0.3924,0.5229,21.6669,0.0549,0.0588
DecisionTree,GaussianCopula_HYBRID,0.4452,0.4564,0.4452,0.4491,0.549,19.9971,0.1091,0.1097
DecisionTree,Original,0.6904,0.6968,0.6904,0.6934,0.7374,11.1593,0.5006,0.5008
DecisionTree,TVAE,0.652,0.5996,0.652,0.5988,0.6665,12.544,0.4011,0.4181
DecisionTree,TVAE_HYBRID,0.6158,0.5035,0.6158,0.5538,,,0.3219,0.3406
KNN,Anonymous,0.6983,0.6795,0.6983,0.6854,0.804,3.5824,0.494,0.4974
KNN,CTGAN,0.339,0.3547,0.339,0.3301,0.4918,5.4303,-0.0528,-0.0564
KNN,CTGAN_HYBRID,0.3277,0.363,0.3277,0.2986,0.4755,6.1355,-0.0322,-0.0389
KNN,GaussianCopula,0.4124,0.3823,0.4124,0.393,0.5043,5.2928,0.0088,0.009
KNN,GaussianCopula_HYBRID,0.4,0.4097,0.4,0.4023,0.5221,5.1943,0.0318,0.0321
KNN,Original,0.5774,0.5653,0.5774,0.5703,0.6948,4.7405,0.3,0.3007
KNN,TVAE,0.5492,0.4466,0.5492,0.4914,0.6011,10.4349,0.1973,0.2106
KNN,TVAE_HYBRID,0.4689,0.4571,0.4689,0.4196,,,0.1509,0.1855
LogisticRegression,Anonymous,0.7401,0.7082,0.7401,0.7138,0.8608,0.628,0.5574,0.5663
LogisticRegression,CTGAN,0.278,0.2416,0.278,0.2175,0.4472,1.0812,-0.129,-0.1791
LogisticRegression,CTGAN_HYBRID,0.3175,0.3046,0.3175,0.1909,0.514,1.073,-0.0186,-0.0469
LogisticRegression,GaussianCopula,0.4734,0.4967,0.4734,0.4769,0.5921,1.4095,0.1783,0.1828
LogisticRegression,GaussianCopula_HYBRID,0.5107,0.4285,0.5107,0.375,0.6875,0.9684,0.0383,0.0855
LogisticRegression,Original,0.7684,0.75,0.7684,0.7531,0.8778,0.5846,0.6091,0.615
LogisticRegression,TVAE,0.5944,0.5357,0.5944,0.5592,0.6777,4.9044,0.3111,0.3175
LogisticRegression,TVAE_HYBRID,0.6056,0.4934,0.6056,0.5423,,,0.2974,0.3176
RandomForest,Anonymous,0.7458,0.7268,0.7458,0.7317,0.8645,0.9486,0.5727,0.5771
RandomForest,CTGAN,0.3175,0.2879,0.3175,0.2566,0.4229,1.1162,-0.0699,-0.095
RandomForest,CTGAN_HYBRID,0.3898,0.3671,0.3898,0.3509,0.5457,1.0613,0.0161,0.019
RandomForest,GaussianCopula,0.5819,0.5091,0.5819,0.5324,0.6701,0.964,0.261,0.2761
RandomForest,GaussianCopula_HYBRID,0.5333,0.4713,0.5333,0.4703,0.6004,1.0054,0.1485,0.1684
RandomForest,Original,0.7695,0.7561,0.7695,0.7544,0.8856,0.5805,0.6084,0.6169
RandomForest,TVAE,0.6768,0.5575,0.6768,0.6111,0.772,3.2432,0.4372,0.4597
RandomForest,TVAE_HYBRID,0.6113,0.4996,0.6113,0.5495,,,0.3134,0.3318
