Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.8473,0.8446,0.8473,0.8459,0.6216,5.5044,0.2476,0.2477
DecisionTree,Original,0.8734,0.8737,0.8734,0.8736,0.695,4.5637,0.3889,0.3889
DecisionTree,TVAE,0.8703,0.8636,0.8703,0.8667,0.6605,4.6754,0.3383,0.3391
KNN,CTGAN,0.8739,0.8424,0.8739,0.852,0.7187,1.5235,0.1969,0.2162
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE,0.8776,0.8477,0.8776,0.8558,0.7299,1.668,0.2164,0.2386
LogisticRegression,CTGAN,0.8962,0.8773,0.8962,0.8756,0.852,0.2708,0.3183,0.3596
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE,0.8889,0.8777,0.8889,0.882,0.8725,0.3141,0.3982,0.4031
RandomForest,CTGAN,0.8953,0.8759,0.8953,0.8752,0.8522,0.3201,0.3178,0.3562
RandomForest,Original,0.9057,0.893,0.9057,0.8941,0.9261,0.2217,0.4388,0.4599
RandomForest,TVAE,0.8909,0.8726,0.8909,0.877,0.8669,0.4094,0.3467,0.3645
