Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5625,0.6081,0.5625,0.5771,N/A,N/A,0.082,0.0849
DecisionTree,GaussianCopula,0.6042,0.6257,0.6042,0.6127,N/A,N/A,0.1264,0.1277
DecisionTree,Original,0.7396,0.7841,0.7396,0.7485,N/A,N/A,0.458,0.4773
DecisionTree,TVAE,0.3438,0.4742,0.3438,0.3222,N/A,N/A,-0.098,-0.1481
KNN,CTGAN,0.5208,0.5451,0.5208,0.5312,N/A,N/A,-0.0575,-0.058
KNN,GaussianCopula,0.6042,0.5732,0.6042,0.585,N/A,N/A,0.0065,0.0067
KNN,Original,0.6146,0.5719,0.6146,0.5861,N/A,N/A,0.0034,0.0035
KNN,TVAE,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6354,0.5795,0.6354,0.5933,N/A,N/A,0.0175,0.0193
LogisticRegression,GaussianCopula,0.6771,0.6129,0.6771,0.6007,N/A,N/A,0.0498,0.0702
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,N/A,N/A,0.5512,0.5674
LogisticRegression,TVAE,0.6562,0.4657,0.6562,0.5448,N/A,N/A,-0.0602,-0.1211
RandomForest,CTGAN,0.6458,0.5181,0.6458,0.555,N/A,N/A,-0.0543,-0.0812
RandomForest,GaussianCopula,0.6771,0.6129,0.6771,0.6007,N/A,N/A,0.0498,0.0702
RandomForest,Original,0.8229,0.8191,0.8229,0.8157,N/A,N/A,0.5599,0.5693
RandomForest,TVAE,0.5729,0.5077,0.5729,0.533,N/A,N/A,-0.1271,-0.1361
SVM,CTGAN,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,TVAE,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
