Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4324,0.4364,0.4324,0.4342,0.5685,20.4344,0.1261,0.1262
DecisionTree,Original,0.4496,0.4549,0.4496,0.452,0.5859,19.8359,0.1585,0.1586
KNN,Anonymous,0.4805,0.4255,0.4805,0.4324,0.5829,6.6658,0.0957,0.1033
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.547,0.3865,0.547,0.4242,0.7345,1.0414,0.1477,0.2218
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.5008,0.4395,0.5008,0.4536,0.6982,1.4092,0.1501,0.16
RandomForest,Original,0.5312,0.4736,0.5312,0.4843,0.7298,1.2454,0.2139,0.2261
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
