Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6791,0.6803,0.6791,0.6797,0.7277,11.102,0.4792,0.4793
DecisionTree,CTGAN,0.4045,0.4083,0.4045,0.4062,0.5218,21.4633,0.0386,0.0387
DecisionTree,CTGAN_HYBRID,0.3944,0.4017,0.3944,0.3978,0.5127,21.8298,0.0271,0.0271
DecisionTree,GaussianCopula,0.3706,0.4215,0.3706,0.3716,0.5048,22.6851,0.0211,0.0229
DecisionTree,GaussianCopula_HYBRID,0.4249,0.4344,0.4249,0.4289,0.5343,20.7302,0.0769,0.077
DecisionTree,Original,0.6893,0.6922,0.6893,0.6907,0.7351,11.2,0.4967,0.4968
DecisionTree,TVAE,0.6147,0.5004,0.6147,0.5466,N/A,N/A,0.3043,0.332
DecisionTree,TVAE_HYBRID,0.5333,0.4261,0.5333,0.4684,N/A,N/A,0.154,0.1695
KNN,Anonymous,0.6983,0.6795,0.6983,0.6854,0.804,3.5824,0.494,0.4974
KNN,CTGAN,0.365,0.3958,0.365,0.3681,0.5053,5.0061,0.0204,0.0211
KNN,CTGAN_HYBRID,0.3469,0.3889,0.3469,0.3582,0.5117,4.4931,0.0072,0.0075
KNN,GaussianCopula,0.4124,0.3823,0.4124,0.393,0.5043,5.2928,0.0088,0.009
KNN,GaussianCopula_HYBRID,0.4,0.4097,0.4,0.4023,0.5221,5.1943,0.0318,0.0321
KNN,Original,0.5774,0.5653,0.5774,0.5703,0.6948,4.7405,0.3,0.3007
KNN,TVAE,0.5605,0.4548,0.5605,0.4929,N/A,N/A,0.197,0.221
KNN,TVAE_HYBRID,0.4136,0.3803,0.4136,0.3735,N/A,N/A,0.0451,0.0519
LogisticRegression,Anonymous,0.7401,0.7082,0.7401,0.7138,0.8608,0.628,0.5574,0.5663
LogisticRegression,CTGAN,0.5073,0.5777,0.5073,0.4007,0.5834,1.0071,0.0513,0.0786
LogisticRegression,CTGAN_HYBRID,0.487,0.4079,0.487,0.3321,0.3741,1.0656,-0.0122,-0.0385
LogisticRegression,GaussianCopula,0.4734,0.4967,0.4734,0.4769,0.5921,1.4095,0.1783,0.1828
LogisticRegression,GaussianCopula_HYBRID,0.5107,0.4285,0.5107,0.375,0.6875,0.9684,0.0383,0.0855
LogisticRegression,Original,0.7684,0.75,0.7684,0.7531,0.8778,0.5846,0.6091,0.615
LogisticRegression,TVAE,0.6305,0.5333,0.6305,0.5572,N/A,N/A,0.3161,0.3702
LogisticRegression,TVAE_HYBRID,0.591,0.482,0.591,0.5304,N/A,N/A,0.2759,0.2927
RandomForest,Anonymous,0.7424,0.7213,0.7424,0.7258,0.8647,0.9487,0.5653,0.5708
RandomForest,CTGAN,0.4994,0.3945,0.4994,0.4229,0.5473,1.0237,0.0678,0.0817
RandomForest,CTGAN_HYBRID,0.4158,0.3873,0.4158,0.3985,0.5116,1.0689,0.0104,0.0106
RandomForest,GaussianCopula,0.6271,0.5559,0.6271,0.5709,0.6865,0.9523,0.3322,0.359
RandomForest,GaussianCopula_HYBRID,0.5299,0.455,0.5299,0.4717,0.5932,1.01,0.1524,0.1675
RandomForest,Original,0.7729,0.7571,0.7729,0.7572,0.8854,0.5807,0.6148,0.6227
RandomForest,TVAE,0.6949,0.5688,0.6949,0.6253,N/A,N/A,0.4617,0.4884
RandomForest,TVAE_HYBRID,0.6034,0.4924,0.6034,0.5416,N/A,N/A,0.2972,0.3155
