Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5161,0.523,0.5161,0.5194,,,0.1627,0.1628
DecisionTree,CTGAN_HYBRID,0.3777,0.4457,0.3777,0.4006,,,0.0229,0.0237
DecisionTree,GaussianCopula_HYBRID,0.3487,0.4507,0.3487,0.3761,,,0.0235,0.0252
DecisionTree,Original,0.5417,0.5479,0.5417,0.5447,,,0.2061,0.2062
DecisionTree,TVAE_HYBRID,0.4339,0.462,0.4339,0.4452,0.5174,20.4045,0.056,0.0565
KNN,Anonymous,0.5176,0.4971,0.5176,0.5051,,,0.1183,0.119
KNN,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
KNN,GaussianCopula_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
KNN,Original,0.5173,0.497,0.5173,0.505,,,0.1183,0.1189
KNN,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,0.5,1.3534,0.0,0.0
LogisticRegression,Anonymous,0.6034,0.5221,0.6034,0.4949,,,0.0946,0.1465
LogisticRegression,CTGAN_HYBRID,0.5674,0.5107,0.5674,0.5173,,,0.1724,0.1813
LogisticRegression,GaussianCopula_HYBRID,0.5865,0.3462,0.5865,0.4354,,,-0.0023,-0.0187
LogisticRegression,Original,0.6063,0.5225,0.6063,0.5173,,,0.1355,0.1746
LogisticRegression,TVAE_HYBRID,0.5835,0.3464,0.5835,0.4347,0.6429,1.3134,-0.0017,-0.0073
RandomForest,Anonymous,0.6088,0.5628,0.6088,0.5649,,,0.2118,0.228
RandomForest,CTGAN_HYBRID,0.5838,0.4723,0.5838,0.481,,,0.0609,0.088
RandomForest,GaussianCopula_HYBRID,0.5554,0.4383,0.5554,0.4614,,,0.0155,0.0206
RandomForest,Original,0.6498,0.627,0.6498,0.604,,,0.2889,0.3139
RandomForest,TVAE_HYBRID,0.5774,0.4911,0.5774,0.4985,0.6024,1.3613,0.0879,0.1077
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,GaussianCopula_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
