Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5459,0.5417,0.5459,0.5437,0.6131,16.3662,0.2578,0.2578
DecisionTree,Original,0.6755,0.6891,0.6755,0.6813,0.7315,11.6979,0.4802,0.481
DecisionTree,TVAE,0.6032,0.622,0.6032,0.6086,0.6772,14.3035,0.3703,0.3732
KNN,CTGAN,0.5474,0.5085,0.5474,0.5217,0.6182,6.4616,0.2336,0.2374
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5602,0.5284,0.5602,0.5319,0.6743,6.9699,0.2597,0.2663
LogisticRegression,CTGAN,0.7191,0.59,0.7191,0.6469,0.7828,0.8086,0.5007,0.5332
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.68,0.6585,0.68,0.6566,0.8155,0.9232,0.4701,0.4802
RandomForest,CTGAN,0.6845,0.6395,0.6845,0.6156,0.7768,0.9722,0.4297,0.47
RandomForest,Original,0.7801,0.7667,0.7801,0.7662,0.8878,0.5782,0.628,0.6351
RandomForest,TVAE,0.7101,0.6985,0.7101,0.6991,0.842,0.9679,0.5226,0.5266
