Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.8337,0.8502,0.8337,0.8413,0.6496,5.9947,0.271,0.273
DecisionTree,CTGAN_HYBRID,0.771,0.81,0.771,0.7889,0.5429,8.2212,0.0767,0.0786
DecisionTree,Original,0.8723,0.8731,0.8723,0.8727,0.694,4.6036,0.3856,0.3856
DecisionTree,TVAE,0.8723,0.8677,0.8723,0.8699,0.6731,4.6036,0.359,0.3594
DecisionTree,TVAE_HYBRID,0.7826,0.8025,0.7826,0.7921,0.5231,7.7785,0.0435,0.0438
KNN,CTGAN,0.8713,0.8462,0.8713,0.8552,0.7459,1.3448,0.2322,0.2437
KNN,CTGAN_HYBRID,0.8324,0.8132,0.8324,0.8221,0.5979,1.8478,0.0935,0.0946
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE,0.8765,0.8407,0.8765,0.8497,0.7157,1.9672,0.1706,0.1978
KNN,TVAE_HYBRID,0.8702,0.7936,0.8702,0.8251,0.5026,2.4537,0.0004,0.0006
LogisticRegression,CTGAN,0.8972,0.8803,0.8972,0.8823,0.8709,0.2636,0.3694,0.3941
LogisticRegression,CTGAN_HYBRID,0.8653,0.8105,0.8653,0.8308,0.6646,0.3684,0.0542,0.067
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE,0.8959,0.8834,0.8959,0.8874,0.8754,0.2907,0.4178,0.4268
LogisticRegression,TVAE_HYBRID,0.8829,0.7797,0.8829,0.8281,0.5429,0.3829,-0.0002,-0.0038
RandomForest,CTGAN,0.8951,0.8772,0.8951,0.8799,0.8734,0.2695,0.3568,0.3806
RandomForest,CTGAN_HYBRID,0.7975,0.8059,0.7975,0.8016,0.6203,1.0762,0.0605,0.0606
RandomForest,Original,0.9069,0.8947,0.9069,0.8959,0.9259,0.2224,0.4496,0.4697
RandomForest,TVAE,0.8936,0.876,0.8936,0.8795,0.8727,0.3779,0.3583,0.3784
RandomForest,TVAE_HYBRID,0.8127,0.7962,0.8127,0.8042,0.5833,1.0601,0.0133,0.0134
