Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6504,0.6328,0.6504,0.6396,N/A,N/A,0.1373,0.1387
DecisionTree,CTGAN,0.5447,0.5308,0.5447,0.5373,N/A,N/A,-0.0982,-0.0985
DecisionTree,GaussianCopula,0.4959,0.5406,0.4959,0.5125,N/A,N/A,-0.0714,-0.0736
DecisionTree,Original,0.7317,0.7426,0.7317,0.7359,N/A,N/A,0.3937,0.3954
DecisionTree,TVAE,0.7154,0.6905,0.7154,0.6823,N/A,N/A,0.2267,0.2498
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,N/A,N/A,0.036,0.0392
KNN,CTGAN,0.6748,0.6067,0.6748,0.6029,N/A,N/A,0.0435,0.0586
KNN,GaussianCopula,0.6992,0.6639,0.6992,0.6518,N/A,N/A,0.1539,0.181
KNN,Original,0.6504,0.6226,0.6504,0.6314,N/A,N/A,0.11,0.113
KNN,TVAE,0.6911,0.6342,0.6911,0.579,N/A,N/A,0.0197,0.0532
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6748,0.6309,0.6748,0.6338,N/A,N/A,0.1087,0.1214
LogisticRegression,GaussianCopula,0.7236,0.7033,0.7236,0.6831,N/A,N/A,0.2293,0.2645
LogisticRegression,Original,0.8537,0.8626,0.8537,0.8427,N/A,N/A,0.6184,0.6476
LogisticRegression,TVAE,0.7073,0.6893,0.7073,0.6933,N/A,N/A,0.2608,0.2664
RandomForest,Anonymous,0.6341,0.5978,0.6341,0.6094,N/A,N/A,0.0537,0.0558
RandomForest,CTGAN,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
RandomForest,GaussianCopula,0.7642,0.7592,0.7642,0.7368,N/A,N/A,0.3593,0.3958
RandomForest,Original,0.8211,0.8195,0.8211,0.8103,N/A,N/A,0.541,0.5588
RandomForest,TVAE,0.7642,0.8242,0.7642,0.7087,N/A,N/A,0.3002,0.4202
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,TVAE,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
