Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5694,0.6112,0.5694,0.5838,0.5436,15.5188,0.0792,0.0815
DecisionTree,CTGAN_HYBRID,0.6111,0.6111,0.6111,0.6111,0.5418,14.017,0.0836,0.0836
DecisionTree,GaussianCopula_HYBRID,0.5833,0.5724,0.5833,0.5775,0.4964,15.0182,-0.0075,-0.0075
DecisionTree,Original,0.7292,0.7472,0.7292,0.7354,0.7095,9.7618,0.3964,0.4003
KNN,Anonymous,0.6389,0.6055,0.6389,0.6165,0.4816,2.579,0.0659,0.0681
KNN,CTGAN_HYBRID,0.5417,0.6059,0.5417,0.5595,0.5525,1.7111,0.0631,0.0671
KNN,GaussianCopula_HYBRID,0.5694,0.5521,0.5694,0.56,0.4527,2.6138,-0.0548,-0.0551
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,Anonymous,0.5486,0.6464,0.5486,0.565,0.5861,0.7616,0.1301,0.1473
LogisticRegression,CTGAN_HYBRID,0.6736,0.5689,0.6736,0.5807,0.5377,0.6414,-0.0059,-0.0097
LogisticRegression,GaussianCopula_HYBRID,0.7014,0.6913,0.7014,0.5965,0.4607,0.6439,0.048,0.1143
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,Anonymous,0.6389,0.6343,0.6389,0.6365,0.5715,0.9295,0.1381,0.1382
RandomForest,CTGAN_HYBRID,0.6319,0.5751,0.6319,0.5918,0.477,0.6702,-0.001,-0.0011
RandomForest,GaussianCopula_HYBRID,0.6181,0.5841,0.6181,0.5966,0.5015,0.6604,0.0188,0.0194
RandomForest,Original,0.7986,0.7923,0.7986,0.7933,0.802,0.4736,0.5033,0.507
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,CTGAN_HYBRID,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,GaussianCopula_HYBRID,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
