Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6762,0.6772,0.6762,0.6766,0.727,11.1794,0.475,0.4751
DecisionTree,CTGAN_HYBRID,0.4473,0.4277,0.4473,0.4353,0.5312,19.9217,0.0727,0.0733
DecisionTree,GaussianCopula_HYBRID,0.4164,0.4259,0.4164,0.4203,0.5276,21.0345,0.0628,0.0629
DecisionTree,Original,0.6792,0.6976,0.6792,0.687,0.7355,11.5622,0.4885,0.4898
DecisionTree,TVAE_HYBRID,0.512,0.5906,0.512,0.5249,0.6356,16.0434,0.2569,0.2699
KNN,Anonymous,0.6898,0.6767,0.6898,0.6815,0.8014,3.5569,0.4846,0.4862
KNN,CTGAN_HYBRID,0.436,0.3799,0.436,0.3987,0.5122,6.6222,0.0084,0.0088
KNN,GaussianCopula_HYBRID,0.4465,0.4071,0.4465,0.4191,0.5139,6.3439,0.0443,0.0457
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE_HYBRID,0.5693,0.5345,0.5693,0.5402,0.6638,9.7734,0.2801,0.2882
LogisticRegression,Anonymous,0.738,0.7079,0.738,0.7136,0.8604,0.6241,0.5542,0.5624
LogisticRegression,CTGAN_HYBRID,0.488,0.3001,0.488,0.3326,0.4735,1.0625,-0.016,-0.0547
LogisticRegression,GaussianCopula_HYBRID,0.5023,0.3689,0.5023,0.3474,0.6231,0.9923,0.0221,0.0598
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE_HYBRID,0.6318,0.6064,0.6318,0.6117,0.7465,1.6174,0.3787,0.3832
RandomForest,Anonymous,0.7575,0.7408,0.7575,0.7431,0.8693,0.8282,0.5904,0.5966
RandomForest,CTGAN_HYBRID,0.4812,0.322,0.4812,0.3447,0.5488,1.0551,-0.0164,-0.0335
RandomForest,GaussianCopula_HYBRID,0.5113,0.4439,0.5113,0.4321,0.6406,1.0043,0.0912,0.1126
RandomForest,Original,0.7688,0.7515,0.7688,0.7525,0.8893,0.6012,0.6079,0.6156
RandomForest,TVAE_HYBRID,0.631,0.6295,0.631,0.6088,0.759,2.147,0.4,0.4197
