Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5972,0.6124,0.5972,0.6038,0.5445,14.5176,0.0858,0.0862
DecisionTree,Original,0.75,0.7651,0.75,0.7552,0.7309,9.0109,0.4394,0.4429
KNN,CTGAN,0.5486,0.5041,0.5486,0.5233,0.4572,1.4275,-0.1596,-0.164
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,CTGAN,0.7014,0.6627,0.7014,0.633,0.5182,0.626,0.1093,0.1498
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,CTGAN,0.6597,0.5764,0.6597,0.59,0.4932,0.6418,0.0011,0.0015
RandomForest,Original,0.8056,0.8002,0.8056,0.8013,0.8102,0.4587,0.5236,0.5264
SVM,CTGAN,0.6875,0.4808,0.6875,0.5658,N/A,N/A,-0.0138,-0.0555
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
