Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.625,0.6194,0.625,0.622,,,0.1074,0.1075
DecisionTree,CTGAN,0.5292,0.5662,0.5292,0.5433,,,-0.0163,-0.0167
DecisionTree,GaussianCopula,0.5583,0.568,0.5583,0.5629,,,-0.0127,-0.0128
DecisionTree,Original,0.7042,0.7228,0.7042,0.7108,,,0.3433,0.3467
DecisionTree,TVAE,0.4708,0.5488,0.4708,0.4908,,,-0.0483,-0.0528
KNN,Anonymous,0.6542,0.5966,0.6542,0.6069,,,0.0421,0.0478
KNN,CTGAN,0.625,0.589,0.625,0.6014,,,0.034,0.0352
KNN,GaussianCopula,0.6583,0.5972,0.6583,0.606,,,0.0409,0.0477
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.675,0.5541,0.675,0.5712,,,-0.0121,-0.0235
LogisticRegression,Anonymous,0.6542,0.5882,0.6542,0.5993,,,0.0249,0.0293
LogisticRegression,CTGAN,0.6917,0.4784,0.6917,0.5656,,,0.0,0.0
LogisticRegression,GaussianCopula,0.7125,0.7166,0.7125,0.6289,,,0.1178,0.1988
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.5583,0.5481,0.5583,0.5529,,,-0.0593,-0.0594
RandomForest,Anonymous,0.5583,0.5616,0.5583,0.5599,,,-0.0278,-0.0278
RandomForest,CTGAN,0.6792,0.6,0.6792,0.5916,,,0.0251,0.0395
RandomForest,GaussianCopula,0.7042,0.6855,0.7042,0.6181,,,0.0923,0.1557
RandomForest,Original,0.7708,0.7612,0.7708,0.7615,,,0.4262,0.4331
RandomForest,TVAE,0.5708,0.5692,0.5708,0.57,,,-0.01,-0.01
