Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.3958,0.5339,0.3958,0.3908,,,-0.045,-0.0618
DecisionTree,GaussianCopula,0.5833,0.6056,0.5833,0.5924,,,0.0805,0.0812
DecisionTree,Original,0.7188,0.7638,0.7188,0.7284,,,0.4146,0.4322
DecisionTree,TVAE,0.4062,0.5534,0.4062,0.3987,,,-0.0201,-0.0281
KNN,CTGAN,0.5625,0.5854,0.5625,0.572,,,0.0345,0.0348
KNN,GaussianCopula,0.6042,0.5732,0.6042,0.585,,,0.0065,0.0067
KNN,Original,0.6146,0.5719,0.6146,0.5861,,,0.0034,0.0035
KNN,TVAE,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
LogisticRegression,CTGAN,0.4167,0.6641,0.4167,0.3714,,,0.0667,0.1206
LogisticRegression,GaussianCopula,0.6771,0.6129,0.6771,0.6007,,,0.0498,0.0702
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,,,0.5512,0.5674
LogisticRegression,TVAE,0.6771,0.6273,0.6771,0.6226,,,0.0916,0.1102
RandomForest,CTGAN,0.5208,0.6174,0.5208,0.536,,,0.0846,0.0963
RandomForest,GaussianCopula,0.6667,0.5938,0.6667,0.594,,,0.0303,0.0407
RandomForest,Original,0.8021,0.7963,0.8021,0.7967,,,0.5175,0.5217
RandomForest,TVAE,0.6458,0.5654,0.6458,0.5806,,,-0.0074,-0.0092
SVM,CTGAN,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,GaussianCopula,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,TVAE,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
