Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6672,0.6884,0.6672,0.676,0.7278,11.9965,0.4717,0.4734
DecisionTree,CTGAN,0.5535,0.5224,0.5535,0.5348,0.6045,16.0948,0.2458,0.2482
DecisionTree,GaussianCopula,0.3878,0.4155,0.3878,0.3983,0.5115,22.0659,0.0348,0.0352
DecisionTree,Original,0.6747,0.6904,0.6747,0.6813,0.7338,11.725,0.4813,0.4824
DecisionTree,TVAE,0.5956,0.6025,0.5956,0.5968,0.6635,14.5749,0.3502,0.3519
KNN,Anonymous,0.6393,0.6235,0.6393,0.6249,0.7279,4.3533,0.3885,0.3945
KNN,CTGAN,0.506,0.4565,0.506,0.469,0.5591,6.3466,0.1452,0.1501
KNN,GaussianCopula,0.4511,0.4024,0.4511,0.4152,0.4983,6.6329,0.0393,0.0413
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5407,0.5141,0.5407,0.5176,0.6619,6.5888,0.2279,0.2324
LogisticRegression,Anonymous,0.7598,0.7403,0.7598,0.7346,0.8565,0.6627,0.5861,0.6004
LogisticRegression,CTGAN,0.6559,0.7166,0.6559,0.5904,0.7465,0.8589,0.3874,0.4131
LogisticRegression,GaussianCopula,0.5821,0.5342,0.5821,0.5469,0.7112,1.3461,0.273,0.2829
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6815,0.6659,0.6815,0.6622,0.8161,0.9681,0.4747,0.4838
RandomForest,Anonymous,0.7756,0.7607,0.7756,0.76,0.8812,0.5931,0.6197,0.6272
RandomForest,CTGAN,0.6649,0.5445,0.6649,0.597,0.7453,0.9465,0.4027,0.4302
RandomForest,GaussianCopula,0.564,0.5147,0.564,0.5038,0.6603,0.9625,0.2157,0.244
RandomForest,Original,0.7771,0.7633,0.7771,0.7627,0.8859,0.5802,0.6224,0.6299
RandomForest,TVAE,0.7123,0.6921,0.7123,0.6889,0.8369,0.909,0.5183,0.5269
