Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5333,0.5872,0.5333,0.5503,N/A,N/A,0.0295,0.0308
DecisionTree,Original,0.7,0.723,0.7,0.7077,N/A,N/A,0.3411,0.3458
DecisionTree,TVAE,0.5125,0.5843,0.5125,0.5311,N/A,N/A,0.0219,0.0236
KNN,CTGAN,0.575,0.551,0.575,0.5614,N/A,N/A,-0.0515,-0.0521
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.5833,0.6168,0.5833,0.5955,N/A,N/A,0.0975,0.0995
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.6208,0.5823,0.6208,0.5956,N/A,N/A,0.0192,0.02
RandomForest,CTGAN,0.5792,0.5327,0.5792,0.5511,N/A,N/A,-0.0886,-0.092
RandomForest,Original,0.7833,0.7748,0.7833,0.7739,N/A,N/A,0.4553,0.4636
RandomForest,TVAE,0.6167,0.5755,0.6167,0.5897,N/A,N/A,0.0043,0.0045
